system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
47	BREX	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZ2	pglZ	92211	94835	-	False
47	BREX	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZA	pglZ	92211	94835	-	False
47	BREX	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZB	pglZ	92211	94835	-	False
47	BREX	GCF_009914395.1_ASM991439v1	J0W32_RS14080	shell	brxC	brxC	96338	100018	+	False
47	BREX	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX1	pglX	96775	100314	-	False
47	BREX	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX2	pglX	96775	100314	-	False
47	BREX	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX1	pglX	100065	103586	+	False
47	BREX	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX2	pglX	100065	103586	+	False
47	BREX	GCF_009914395.1_ASM991439v1	J0W32_RS14080	shell	brxC	brxC	100361	104041	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZ2	pglZ	92849	95473	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZA	pglZ	92849	95473	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZB	pglZ	92849	95473	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	FSC02_RS15710	cloud	pglX1	pglX	95517	99038	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	FSC02_RS15710	cloud	pglX2	pglX	95517	99038	-	False
47	BREX	GCF_010917815.1_ASM1091781v1	J0W32_RS14080	shell	brxC	brxC	99085	102765	-	False
47	BREX	GCF_010918195.1_ASM1091819v1	J0W32_RS14080	shell	brxC	brxC	63342	67022	+	False
47	BREX	GCF_010918195.1_ASM1091819v1	FHP22_RS15185	shell	pglX1	pglX	67069	70590	+	False
47	BREX	GCF_010918195.1_ASM1091819v1	FHP22_RS15185	shell	pglX2	pglX	67069	70590	+	False
47	BREX	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZ2	pglZ	70634	73258	+	False
47	BREX	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZA	pglZ	70634	73258	+	False
47	BREX	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZB	pglZ	70634	73258	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	J0W32_RS14080	shell	brxC	brxC	95015	98695	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	FHP22_RS15185	shell	pglX1	pglX	98742	102278	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	FHP22_RS15185	shell	pglX2	pglX	98742	102278	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZ2	pglZ	103642	106266	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZA	pglZ	103642	106266	+	False
47	BREX	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZB	pglZ	103642	106266	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	J0W32_RS14080	shell	brxC	brxC	2271353	2275027	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	FK537_RS11365	cloud	pglX1	pglX	2275074	2278589	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	FK537_RS11365	cloud	pglX2	pglX	2275074	2278589	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZ2	pglZ	2280529	2283153	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZA	pglZ	2280529	2283153	+	False
47	BREX	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZB	pglZ	2280529	2283153	+	False
47	BREX	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZ2	pglZ	22158	24782	-	False
47	BREX	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZA	pglZ	22158	24782	-	False
47	BREX	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZB	pglZ	22158	24782	-	False
47	BREX	GCF_015217905.1_ASM1521790v1	FHP22_RS15185	shell	pglX1	pglX	24826	28314	-	False
47	BREX	GCF_015217905.1_ASM1521790v1	FHP22_RS15185	shell	pglX2	pglX	24826	28314	-	False
47	BREX	GCF_015217905.1_ASM1521790v1	J0W32_RS14080	shell	brxC	brxC	28364	32038	-	False
47	BREX	GCF_017132735.1_ASM1713273v1	J0W32_RS14080	shell	brxC	brxC	1326455	1330135	+	False
47	BREX	GCF_017132735.1_ASM1713273v1	FHP22_RS15185	shell	pglX1	pglX	1330182	1333709	+	False
47	BREX	GCF_017132735.1_ASM1713273v1	FHP22_RS15185	shell	pglX2	pglX	1330182	1333709	+	False
47	BREX	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZ2	pglZ	1339323	1341947	+	False
47	BREX	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZA	pglZ	1339323	1341947	+	False
47	BREX	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZB	pglZ	1339323	1341947	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	J0W32_RS14080	shell	brxC	brxC	4215	7895	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	FHP22_RS15185	shell	pglX1	pglX	7942	11439	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	FHP22_RS15185	shell	pglX2	pglX	7942	11439	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZ2	pglZ	11483	14107	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZA	pglZ	11483	14107	+	False
47	BREX	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZB	pglZ	11483	14107	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	J0W32_RS14080	shell	brxC	brxC	2887588	2891268	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	FHP22_RS15185	shell	pglX1	pglX	2891315	2894836	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	FHP22_RS15185	shell	pglX2	pglX	2891315	2894836	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZ2	pglZ	2894880	2897504	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZA	pglZ	2894880	2897504	+	False
47	BREX	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZB	pglZ	2894880	2897504	+	False
48	BREX_I	GCF_009296145.1_ASM929614v1	FHP22_RS15175	shell	brxL	brxL	32297	34336	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	GA636_RS14500	shell	pglZB	pglZ	34366	36990	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	GA636_RS14500	shell	pglZ2	pglZ	34366	36990	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	GA636_RS14500	shell	pglZA	pglZ	34366	36990	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	FHP22_RS15185	shell	pglX1	pglX	37034	40555	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	FHP22_RS15185	shell	pglX2	pglX	37034	40555	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	J0W32_RS14080	shell	brxC	brxC	40602	44282	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	J0W32_RS14075	shell	brxB_DUF1788		44324	44899	-	False
48	BREX_I	GCF_009296145.1_ASM929614v1	FSC09_RS16645	shell	brxA_DUF1819		44916	45527	-	False
48	BREX_I	GCF_009914375.1_ASM991437v1	GA636_RS14500	shell	pglZB	pglZ	1	2625	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	GA636_RS14500	shell	pglZ2	pglZ	1	2625	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	GA636_RS14500	shell	pglZA	pglZ	1	2625	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	FHP22_RS15175	shell	brxL	brxL	2655	4694	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	GA636_RS14965	cloud	brxA_DUF1819		88649	88888	-	False
48	BREX_I	GCF_009914375.1_ASM991437v1	FSC09_RS16645	shell	brxA_DUF1819		95094	95705	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	J0W32_RS14075	shell	brxB_DUF1788		95722	96297	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	J0W32_RS14080	shell	brxC	brxC	96338	100018	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	FHP22_RS15185	shell	pglX1	pglX	100065	103586	+	False
48	BREX_I	GCF_009914375.1_ASM991437v1	FHP22_RS15185	shell	pglX2	pglX	100065	103586	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZB	pglZ	1	2625	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZ2	pglZ	1	2625	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZA	pglZ	1	2625	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15175	shell	brxL	brxL	2655	4694	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14965	cloud	brxA_DUF1819		88649	88888	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15175	shell	brxL	brxL	90142	92181	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZB	pglZ	92211	94835	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZ2	pglZ	92211	94835	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	GA636_RS14500	shell	pglZA	pglZ	92211	94835	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FSC09_RS16645	shell	brxA_DUF1819		95094	95705	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	J0W32_RS14075	shell	brxB_DUF1788		95722	96297	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	J0W32_RS14080	shell	brxC	brxC	96338	100018	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX1	pglX	96775	100314	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX2	pglX	96775	100314	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX1	pglX	100065	103586	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FHP22_RS15185	shell	pglX2	pglX	100065	103586	+	False
48	BREX_I	GCF_009914395.1_ASM991439v1	J0W32_RS14080	shell	brxC	brxC	100361	104041	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	J0W32_RS14075	shell	brxB_DUF1788		104083	104658	-	False
48	BREX_I	GCF_009914395.1_ASM991439v1	FSC09_RS16645	shell	brxA_DUF1819		104676	105287	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	FHP22_RS15175	shell	brxL	brxL	90780	92819	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZB	pglZ	92849	95473	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZ2	pglZ	92849	95473	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	GA636_RS14500	shell	pglZA	pglZ	92849	95473	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	FSC02_RS15710	cloud	pglX1	pglX	95517	99038	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	FSC02_RS15710	cloud	pglX2	pglX	95517	99038	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	J0W32_RS14080	shell	brxC	brxC	99085	102765	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	J0W32_RS14075	shell	brxB_DUF1788		102807	103382	-	False
48	BREX_I	GCF_010917815.1_ASM1091781v1	FSC09_RS16645	shell	brxA_DUF1819		103399	104010	-	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	FSC09_RS16645	shell	brxA_DUF1819		62097	62708	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	J0W32_RS14075	shell	brxB_DUF1788		62725	63300	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	J0W32_RS14080	shell	brxC	brxC	63342	67022	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	FHP22_RS15185	shell	pglX1	pglX	67069	70590	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	FHP22_RS15185	shell	pglX2	pglX	67069	70590	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZB	pglZ	70634	73258	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZ2	pglZ	70634	73258	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	GA636_RS14500	shell	pglZA	pglZ	70634	73258	+	False
48	BREX_I	GCF_010918195.1_ASM1091819v1	FHP22_RS15175	shell	brxL	brxL	73288	75327	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	FSC09_RS16645	shell	brxA_DUF1819		93770	94381	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	J0W32_RS14075	shell	brxB_DUF1788		94398	94973	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	J0W32_RS14080	shell	brxC	brxC	95015	98695	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	FHP22_RS15185	shell	pglX1	pglX	98742	102278	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	FHP22_RS15185	shell	pglX2	pglX	98742	102278	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZB	pglZ	103642	106266	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZ2	pglZ	103642	106266	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	GA636_RS14500	shell	pglZA	pglZ	103642	106266	+	False
48	BREX_I	GCF_010918375.1_ASM1091837v1	FHP22_RS15175	shell	brxL	brxL	106296	108335	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	FSC09_RS16645	shell	brxA_DUF1819		2270108	2270719	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	J0W32_RS14075	shell	brxB_DUF1788		2270736	2271311	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	J0W32_RS14080	shell	brxC	brxC	2271353	2275027	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	FK537_RS11365	cloud	pglX1	pglX	2275074	2278589	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	FK537_RS11365	cloud	pglX2	pglX	2275074	2278589	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZB	pglZ	2280529	2283153	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZ2	pglZ	2280529	2283153	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	GA636_RS14500	shell	pglZA	pglZ	2280529	2283153	+	False
48	BREX_I	GCF_012278715.1_ASM1227871v1	FHP22_RS15175	shell	brxL	brxL	2283183	2285222	+	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	FHP22_RS15175	shell	brxL	brxL	20089	22128	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZB	pglZ	22158	24782	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZ2	pglZ	22158	24782	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	GA636_RS14500	shell	pglZA	pglZ	22158	24782	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	FHP22_RS15185	shell	pglX1	pglX	24826	28314	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	FHP22_RS15185	shell	pglX2	pglX	24826	28314	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	J0W32_RS14080	shell	brxC	brxC	28364	32038	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	J0W32_RS14075	shell	brxB_DUF1788		32080	32655	-	False
48	BREX_I	GCF_015217905.1_ASM1521790v1	FSC09_RS16645	shell	brxA_DUF1819		32672	33283	-	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	FSC09_RS16645	shell	brxA_DUF1819		1325209	1325820	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	J0W32_RS14075	shell	brxB_DUF1788		1325838	1326413	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	J0W32_RS14080	shell	brxC	brxC	1326455	1330135	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	FHP22_RS15185	shell	pglX1	pglX	1330182	1333709	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	FHP22_RS15185	shell	pglX2	pglX	1330182	1333709	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZB	pglZ	1339323	1341947	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZ2	pglZ	1339323	1341947	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	GA636_RS14500	shell	pglZA	pglZ	1339323	1341947	+	False
48	BREX_I	GCF_017132735.1_ASM1713273v1	FHP22_RS15175	shell	brxL	brxL	1341977	1344016	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	FSC09_RS16645	shell	brxA_DUF1819		2970	3581	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	J0W32_RS14075	shell	brxB_DUF1788		3598	4173	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	J0W32_RS14080	shell	brxC	brxC	4215	7895	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	FHP22_RS15185	shell	pglX1	pglX	7942	11439	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	FHP22_RS15185	shell	pglX2	pglX	7942	11439	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZB	pglZ	11483	14107	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZ2	pglZ	11483	14107	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	GA636_RS14500	shell	pglZA	pglZ	11483	14107	+	False
48	BREX_I	GCF_017309425.1_ASM1730942v1	FHP22_RS15175	shell	brxL	brxL	14137	16176	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	FSC09_RS16645	shell	brxA_DUF1819		2886343	2886954	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	J0W32_RS14075	shell	brxB_DUF1788		2886971	2887546	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	J0W32_RS14080	shell	brxC	brxC	2887588	2891268	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	FHP22_RS15185	shell	pglX1	pglX	2891315	2894836	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	FHP22_RS15185	shell	pglX2	pglX	2891315	2894836	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZB	pglZ	2894880	2897504	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZ2	pglZ	2894880	2897504	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	GA636_RS14500	shell	pglZA	pglZ	2894880	2897504	+	False
48	BREX_I	GCF_017309445.1_ASM1730944v1	FHP22_RS15175	shell	brxL	brxL	2897534	2899573	+	False
49	CBASS_I	GCF_010917815.1_ASM1091781v1	FSC02_RS15430	cloud	Sensing_TPALS		44836	46371	+	False
49	CBASS_I	GCF_010917815.1_ASM1091781v1	FSC05_RS14830	cloud	Cyclase_SMODS		46391	47338	+	False
49	CBASS_I	GCF_010917815.1_ASM1091781v1	FSC05_RS14830	cloud	Cyclase_II		46391	47338	+	False
49	CBASS_I	GCF_010918195.1_ASM1091819v1	FSC02_RS15430	cloud	Sensing_TPALS		93461	95002	+	False
49	CBASS_I	GCF_010918195.1_ASM1091819v1	FSC05_RS14830	cloud	Cyclase_SMODS		95022	95969	+	False
49	CBASS_I	GCF_010918195.1_ASM1091819v1	FSC05_RS14830	cloud	Cyclase_II		95022	95969	+	False
49	CBASS_I	GCF_010918375.1_ASM1091837v1	FSC02_RS15430	cloud	Sensing_TPALS		2036	3571	+	False
49	CBASS_I	GCF_010918375.1_ASM1091837v1	FSC05_RS14830	cloud	Cyclase_SMODS		3591	4538	+	False
49	CBASS_I	GCF_010918375.1_ASM1091837v1	FSC05_RS14830	cloud	Cyclase_II		3591	4538	+	False
49	CBASS_I	GCF_015217905.1_ASM1521790v1	FSC05_RS14830	cloud	Cyclase_SMODS		3261	4208	-	False
49	CBASS_I	GCF_015217905.1_ASM1521790v1	FSC05_RS14830	cloud	Cyclase_II		3261	4208	-	False
49	CBASS_I	GCF_015217905.1_ASM1521790v1	FSC02_RS15430	cloud	Sensing_TPALS		4228	5763	-	False
5	Abi2	GCF_015217905.1_ASM1521790v1	G0027_RS16110	cloud	Abi_2		2909	3931	-	False
50	CBASS_I	GCF_013378115.1_ASM1337811v1	G0030_RS04530	cloud	Cyclase_II		923832	925133	-	False
50	CBASS_I	GCF_013378115.1_ASM1337811v1	G0030_RS04535	cloud	Phospholipase		925148	926224	-	False
50	CBASS_I	GCF_015218885.1_ASM1521888v1	G0030_RS04530	cloud	Cyclase_II		951459	952760	-	False
50	CBASS_I	GCF_015218885.1_ASM1521888v1	G0030_RS04535	cloud	Phospholipase		952775	953851	-	False
51	CBASS_I	GCF_012278715.1_ASM1227871v1	FK537_RS01875	cloud	Cyclase_SMODS		318845	320107	-	False
51	CBASS_I	GCF_012278715.1_ASM1227871v1	FK537_RS01875	cloud	Cyclase_II		318845	320107	-	False
51	CBASS_I	GCF_012278715.1_ASM1227871v1	FK537_RS01885	cloud	Sensing_SAVED		320702	322264	-	False
52	CBASS_II	GCF_012278715.1_ASM1227871v1	FK537_RS01865	cloud	Jab		316593	317075	-	False
52	CBASS_II	GCF_012278715.1_ASM1227871v1	FK537_RS01870	cloud	AG_E1_ThiF		317083	318843	-	False
52	CBASS_II	GCF_012278715.1_ASM1227871v1	FK537_RS01875	cloud	Cyclase_SMODS		318845	320107	-	False
52	CBASS_II	GCF_012278715.1_ASM1227871v1	FK537_RS01875	cloud	Cyclase_II		318845	320107	-	False
52	CBASS_II	GCF_012278715.1_ASM1227871v1	FK537_RS01885	cloud	Sensing_SAVED		320702	322264	-	False
53	CBASS_II	GCF_013378115.1_ASM1337811v1	G0030_RS04520	cloud	Jab		921613	922074	-	False
53	CBASS_II	GCF_013378115.1_ASM1337811v1	G0030_RS04525	cloud	AG_E1_ThiF		922067	923827	-	False
53	CBASS_II	GCF_013378115.1_ASM1337811v1	G0030_RS04525	cloud	AG_E2_Prok-E2_B		922067	923827	-	False
53	CBASS_II	GCF_013378115.1_ASM1337811v1	G0030_RS04530	cloud	Cyclase_II		923832	925133	-	False
53	CBASS_II	GCF_013378115.1_ASM1337811v1	G0030_RS04535	cloud	Phospholipase		925148	926224	-	False
53	CBASS_II	GCF_015218885.1_ASM1521888v1	G0030_RS04520	cloud	Jab		949240	949701	-	False
53	CBASS_II	GCF_015218885.1_ASM1521888v1	G0030_RS04525	cloud	AG_E1_ThiF		949694	951454	-	False
53	CBASS_II	GCF_015218885.1_ASM1521888v1	G0030_RS04525	cloud	AG_E2_Prok-E2_B		949694	951454	-	False
53	CBASS_II	GCF_015218885.1_ASM1521888v1	G0030_RS04530	cloud	Cyclase_II		951459	952760	-	False
53	CBASS_II	GCF_015218885.1_ASM1521888v1	G0030_RS04535	cloud	Phospholipase		952775	953851	-	False
54	CBASS_III	GCF_010917815.1_ASM1091781v1	FSC02_RS15430	cloud	Sensing_TPALS		44836	46371	+	False
54	CBASS_III	GCF_010917815.1_ASM1091781v1	FSC05_RS14830	cloud	Cyclase_SMODS		46391	47338	+	False
54	CBASS_III	GCF_010917815.1_ASM1091781v1	FSC05_RS14830	cloud	Cyclase_II		46391	47338	+	False
54	CBASS_III	GCF_010917815.1_ASM1091781v1	FSC05_RS14835	cloud	bacHORMA_1		47342	47839	+	False
54	CBASS_III	GCF_010917815.1_ASM1091781v1	FSC05_RS14840	cloud	TRIP13		47836	48732	+	False
54	CBASS_III	GCF_010918195.1_ASM1091819v1	FSC02_RS15430	cloud	Sensing_TPALS		93461	95002	+	False
54	CBASS_III	GCF_010918195.1_ASM1091819v1	FSC05_RS14830	cloud	Cyclase_SMODS		95022	95969	+	False
54	CBASS_III	GCF_010918195.1_ASM1091819v1	FSC05_RS14830	cloud	Cyclase_II		95022	95969	+	False
54	CBASS_III	GCF_010918195.1_ASM1091819v1	FSC05_RS14835	cloud	bacHORMA_1		95973	96470	+	False
54	CBASS_III	GCF_010918195.1_ASM1091819v1	FSC05_RS14840	cloud	TRIP13		96467	97363	+	False
54	CBASS_III	GCF_010918375.1_ASM1091837v1	FSC02_RS15430	cloud	Sensing_TPALS		2036	3571	+	False
54	CBASS_III	GCF_010918375.1_ASM1091837v1	FSC05_RS14830	cloud	Cyclase_SMODS		3591	4538	+	False
54	CBASS_III	GCF_010918375.1_ASM1091837v1	FSC05_RS14830	cloud	Cyclase_II		3591	4538	+	False
54	CBASS_III	GCF_010918375.1_ASM1091837v1	FSC05_RS14835	cloud	bacHORMA_1		4542	5039	+	False
54	CBASS_III	GCF_010918375.1_ASM1091837v1	FSC05_RS14840	cloud	TRIP13		5036	5932	+	False
54	CBASS_III	GCF_015217905.1_ASM1521790v1	FSC05_RS14840	cloud	TRIP13		1867	2763	-	False
54	CBASS_III	GCF_015217905.1_ASM1521790v1	FSC05_RS14835	cloud	bacHORMA_1		2760	3257	-	False
54	CBASS_III	GCF_015217905.1_ASM1521790v1	FSC05_RS14830	cloud	Cyclase_SMODS		3261	4208	-	False
54	CBASS_III	GCF_015217905.1_ASM1521790v1	FSC05_RS14830	cloud	Cyclase_II		3261	4208	-	False
54	CBASS_III	GCF_015217905.1_ASM1521790v1	FSC02_RS15430	cloud	Sensing_TPALS		4228	5763	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11670	cloud	LeoA		2484683	2486386	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11670	cloud	LeoA2		2484683	2486386	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11670	cloud	LeoBC		2484683	2486386	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11675	cloud	LeoB		2486387	2488762	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11675	cloud	LeoA		2486387	2488762	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11675	cloud	LeoC		2486387	2488762	-	False
55	Eleos	GCF_017132735.1_ASM1713273v1	JYB86_RS11675	cloud	LeoBC		2486387	2488762	-	False
56	Retron_I_C	GCF_013378115.1_ASM1337811v1	E5093_RS03240	cloud	RT_1_C1		688840	690621	-	False
56	Retron_I_C	GCF_013378115.1_ASM1337811v1	E5093_RS03240	cloud	RT_1_C2		688840	690621	-	False
56	Retron_I_C	GCF_013378115.1_ASM1337811v1	E5093_RS03240	cloud	RT_1_C3		688840	690621	-	False
57	SanaTA	GCF_015217905.1_ASM1521790v1	G0027_RS15870	cloud	SanaA2		62550	62945	+	False
57	SanaTA	GCF_015217905.1_ASM1521790v1	G0027_RS15875	cloud	SanaT		62938	63885	+	False
58	RM_Type_I	GCF_002953575.2_ASM295357v2	FK538_RS09540	shell	Type_I_REases_FAM_1.einsi_trimmed		2164551	2167802	-	False
58	RM_Type_I	GCF_002953575.2_ASM295357v2	FK538_RS09540	shell	Type_I_REases_FAM_0.einsi_trimmed		2164551	2167802	-	False
