PUL_ID,Gene_Name,Locus_Tag,Protein_ID,Protein_Link,Gene_Position,GenBank_Contig,Contig_Link,EC_Number
PUL0454,acbC,ACPL_3680,AEV84575.1,,23181 - 24378 (+),CP003170.1:4076892-4078089,,4.2.3.4
PUL0454,acbB,ACPL_3681,AEV84576.1,,24438 - 25401 (-),CP003170.1:4078149-4079112,,4.2.1.46
PUL0454,acbA,ACPL_3682,AEV84577.1,,25558 - 26395 (+),CP003170.1:4079269-4080106,,2.7.7.24
PUL0454,acbE,ACPL_3683,AEV84578.1,,26487 - 29589 (-),CP003170.1:4080198-4083300,,3.2.1.1
PUL0454,acbD,ACPL_3684,AEV84579.1,,29914 - 32089 (+),CP003170.1:4083625-4085800,,2.4.1.19
PUL0455,scrT,-,AAN01604.1,,770 - 2372 (-),AF441242.1:1541-3143,,-
PUL0455,scrP,-,AAN01605.1,,2440 - 3961 (-),AF441242.1:3211-4732,,-
PUL0455,scrR,-,AAN01606.1,,4266 - 5247 (+),AF441242.1:5037-6018,,-
PUL0456,-,PBR_RS03345,WP_008760065.1,,0 - 2566 (-),ADWO01000021.1:1-2566,,-
PUL0456,-,PBR_RS03350,WP_006281697.1,,2592 - 3966 (-),ADWO01000021.1:2593-3966,,-
PUL0456,-,PBR_RS03355,WP_006281698.1,,4100 - 5009 (+),ADWO01000021.1:4101-5009,,-
PUL0456,-,PBR_RS03360,WP_155815414.1,,5297 - 5954 (+),ADWO01000021.1:5298-5954,,-
PUL0456,-,PBR_RS02950,WP_162091544.1,,5954 - 6597 (-),ADWO01000020.1:1-641,,-
PUL0456,-,PBR_RS02955,WP_006281618.1,,6606 - 9741 (-),ADWO01000020.1:653-3787,,-
PUL0456,-,PBR_RS14860,WP_094448662.1,,10344 - 11907 (-),ADWO01000020.1:4391-6748,,-
PUL0456,-,PBR_RS02965,WP_039869720.1,,12973 - 17080 (+),ADWO01000020.1:7059-11126,,-
PUL0456,-,PBR_RS02970,WP_006281621.1,,17228 - 18188 (-),ADWO01000020.1:11275-12234,,-
PUL0456,-,PBR_RS02975,WP_039869723.1,,18270 - 19380 (-),ADWO01000020.1:12317-13393,,-
PUL0456,-,PBR_RS02980,WP_006281623.1,,19411 - 20809 (-),ADWO01000020.1:13458-14855,,-
PUL0456,-,PBR_RS02985,WP_039869725.1,,20811 - 21996 (-),ADWO01000020.1:14858-16015,,-
PUL0456,-,PBR_RS02990,WP_006281625.1,,22260 - 24150 (+),ADWO01000020.1:16307-18196,,-
PUL0457,-,A33G_RS0103395,WP_017261046.1,,17308 - 17869 (+),NZ_AKZK01000039.1:34616-35177,,-
PUL0457,-,A33G_RS0103400,WP_017261047.1,,17974 - 19030 (-),NZ_AKZK01000039.1:35282-36338,,-
PUL0457,-,A33G_RS0103405,WP_017261048.1,,19123 - 20752 (-),NZ_AKZK01000039.1:36431-38060,,-
PUL0457,-,A33G_RS0103410,WP_017261049.1,,20798 - 22259 (-),NZ_AKZK01000039.1:38106-39567,,-
PUL0457,-,A33G_RS0103415,WP_017261050.1,,22393 - 23788 (-),NZ_AKZK01000039.1:39701-41096,,-
PUL0457,xylA,A33G_RS0103420,WP_017261051.1,,24176 - 25517 (+),NZ_AKZK01000039.1:41484-42825,,5.3.1.5
PUL0457,xylB,A33G_RS0103425,WP_017261052.1,,25651 - 27154 (+),NZ_AKZK01000039.1:42959-44462,,2.7.1.17
PUL0458,-,CWS31_RS06455,WP_148747692.1,,97665 - 98655 (-),NZ_PJAI02000005.1:195330-196320,,-
PUL0458,-,CWS31_RS06460,WP_148747693.1,,98832 - 100599 (-),NZ_PJAI02000005.1:196497-198264,,-
PUL0458,-,CWS31_RS06465,WP_148747694.1,,100730 - 104360 (-),NZ_PJAI02000005.1:198395-202025,,-
PUL0458,-,CWS31_RS06470,WP_148747695.1,,104897 - 106337 (-),NZ_PJAI02000005.1:202562-204002,,-
PUL0458,-,CWS31_RS06475,WP_148747696.1,,106333 - 107485 (-),NZ_PJAI02000005.1:203998-205150,,-
PUL0458,-,CWS31_RS06480,WP_148747735.1,,108208 - 108598 (-),NZ_PJAI02000005.1:205873-206263,,-
PUL0458,-,CWS31_RS06485,WP_148747697.1,,108754 - 109372 (-),NZ_PJAI02000005.1:206419-207037,,-
PUL0458,-,CWS31_RS06490,WP_148747698.1,,109365 - 110232 (-),NZ_PJAI02000005.1:207030-207897,,-
PUL0458,-,CWS31_RS06495,WP_148747699.1,,110348 - 111245 (+),NZ_PJAI02000005.1:208013-208910,,-
PUL0458,-,CWS31_RS06500,WP_148747700.1,,111970 - 112399 (-),NZ_PJAI02000005.1:209635-210064,,-
PUL0458,-,CWS31_RS06505,WP_148747701.1,,112517 - 113297 (-),NZ_PJAI02000005.1:210182-210962,,1.1.1.47
PUL0458,-,CWS31_RS06510,WP_148747736.1,,113517 - 115083 (+),NZ_PJAI02000005.1:211182-212748,,-
PUL0458,-,CWS31_RS06515,WP_148747702.1,,115177 - 116086 (+),NZ_PJAI02000005.1:212842-213751,,-
PUL0458,-,CWS31_RS06520,WP_148747703.1,,116090 - 116726 (+),NZ_PJAI02000005.1:213755-214391,,4.1.2.21
PUL0458,-,CWS31_RS06525,WP_148747704.1,,116820 - 117990 (+),NZ_PJAI02000005.1:214485-215655,,-
PUL0458,-,CWS31_RS06530,WP_148747705.1,,118253 - 119000 (-),NZ_PJAI02000005.1:215918-216665,,-
PUL0458,-,CWS31_RS06535,WP_148747706.1,,119627 - 121475 (+),NZ_PJAI02000005.1:217292-219140,,-
PUL0458,-,CWS31_RS06540,WP_148747707.1,,121760 - 123230 (+),NZ_PJAI02000005.1:219425-220895,,-
PUL0458,-,CWS31_RS06545,WP_148747708.1,,123517 - 125293 (-),NZ_PJAI02000005.1:221182-222958,,-
PUL0458,-,CWS31_RS06550,WP_148747709.1,,125636 - 126068 (+),NZ_PJAI02000005.1:223301-223733,,-
PUL0458,-,CWS31_RS06560,WP_148747711.1,,126752 - 129083 (+),NZ_PJAI02000005.1:224417-226748,,-
PUL0458,-,CWS31_RS06570,WP_148747712.1,,129524 - 131552 (-),NZ_PJAI02000005.1:227189-229217,,-
PUL0458,-,CWS31_RS06575,WP_148747713.1,,131811 - 132336 (+),NZ_PJAI02000005.1:229476-230001,,-
PUL0458,-,CWS31_RS06580,WP_148747737.1,,132596 - 133361 (-),NZ_PJAI02000005.1:230261-231026,,-
PUL0458,-,CWS31_RS06585,WP_148747714.1,,133535 - 134450 (-),NZ_PJAI02000005.1:231200-232115,,-
PUL0458,-,CWS31_RS06590,WP_148747715.1,,134530 - 135439 (-),NZ_PJAI02000005.1:232195-233104,,-
PUL0458,-,CWS31_RS06595,WP_148747716.1,,135853 - 137530 (+),NZ_PJAI02000005.1:233518-235195,,-
PUL0458,-,CWS31_RS06600,WP_148747717.1,,137529 - 138420 (+),NZ_PJAI02000005.1:235194-236085,,-
PUL0458,-,CWS31_RS06605,WP_148747738.1,,138439 - 139219 (+),NZ_PJAI02000005.1:236104-236884,,-
PUL0458,-,CWS31_RS06610,WP_148747718.1,,139331 - 140936 (+),NZ_PJAI02000005.1:236996-238601,,-
PUL0458,-,CWS31_RS06615,WP_148747719.1,,140958 - 142137 (+),NZ_PJAI02000005.1:238623-239802,,-
PUL0458,-,CWS31_RS06620,WP_148747720.1,,142746 - 143721 (-),NZ_PJAI02000005.1:240411-241386,,-
PUL0458,-,CWS31_RS06625,WP_148747721.1,,144055 - 145513 (+),NZ_PJAI02000005.1:241720-243178,,-
PUL0458,-,CWS31_RS06630,WP_148747722.1,,146011 - 146986 (-),NZ_PJAI02000005.1:243676-244651,,-
PUL0458,-,CWS31_RS06635,WP_148747723.1,,147106 - 149455 (-),NZ_PJAI02000005.1:244771-247120,,-
PUL0458,-,CWS31_RS06645,WP_148747725.1,,150443 - 154157 (-),NZ_PJAI02000005.1:248108-251822,,-
PUL0458,-,CWS31_RS06650,WP_148747726.1,,154747 - 155851 (-),NZ_PJAI02000005.1:252412-253516,,-
PUL0458,-,CWS31_RS06655,WP_148747727.1,,156553 - 158461 (-),NZ_PJAI02000005.1:254218-256126,,-
PUL0458,-,CWS31_RS06660,WP_148747728.1,,158523 - 160506 (-),NZ_PJAI02000005.1:256188-258171,,-
PUL0458,-,CWS31_RS06665,WP_148747729.1,,160557 - 161700 (-),NZ_PJAI02000005.1:258222-259365,,-
PUL0458,-,CWS31_RS06670,WP_148747730.1,,161823 - 163308 (-),NZ_PJAI02000005.1:259488-260973,,-
PUL0458,-,CWS31_RS06675,WP_148747739.1,,163419 - 164937 (-),NZ_PJAI02000005.1:261084-262602,,-
PUL0458,-,CWS31_RS06680,WP_148747731.1,,165823 - 168274 (-),NZ_PJAI02000005.1:263488-265939,,-
PUL0458,-,CWS31_RS06685,WP_148747732.1,,168472 - 170749 (-),NZ_PJAI02000005.1:266137-268414,,-
PUL0458,-,CWS31_RS06690,WP_148747733.1,,170874 - 173523 (-),NZ_PJAI02000005.1:268539-271188,,-
PUL0458,-,CWS31_RS06695,WP_101344349.1,,173896 - 174649 (+),NZ_PJAI02000005.1:271561-272314,,-
PUL0459,-,CWS31_RS01305,WP_148747674.1,,312863 - 315437 (+),NZ_PJAI02000001.1:625724-628298,,-
PUL0459,-,CWS31_RS01310,WP_148747638.1,,315525 - 317088 (+),NZ_PJAI02000001.1:628386-629949,,-
PUL0459,-,CWS31_RS01315,WP_148747639.1,,317316 - 319605 (+),NZ_PJAI02000001.1:630177-632466,,-
PUL0459,fdhD,CWS31_RS01320,WP_148747640.1,,319785 - 320526 (+),NZ_PJAI02000001.1:632646-633387,,-
PUL0459,-,CWS31_RS01325,WP_148747641.1,,320825 - 323114 (+),NZ_PJAI02000001.1:633686-635975,,-
PUL0459,-,CWS31_RS01330,WP_148747642.1,,323189 - 323867 (+),NZ_PJAI02000001.1:636050-636728,,-
PUL0459,-,CWS31_RS01335,WP_148747643.1,,324567 - 328530 (+),NZ_PJAI02000001.1:637428-641391,,-
PUL0459,-,CWS31_RS01340,WP_148747644.1,,329137 - 332644 (+),NZ_PJAI02000001.1:641998-645505,,-
PUL0459,-,CWS31_RS01345,WP_148747645.1,,332791 - 333865 (-),NZ_PJAI02000001.1:645652-646726,,-
PUL0459,-,CWS31_RS01350,WP_148747646.1,,334000 - 334762 (-),NZ_PJAI02000001.1:646861-647623,,-
PUL0459,-,CWS31_RS01355,WP_148747647.1,,335028 - 336648 (-),NZ_PJAI02000001.1:647889-649509,,-
PUL0459,-,CWS31_RS01360,WP_148747675.1,,337191 - 339561 (+),NZ_PJAI02000001.1:650052-652422,,-
PUL0459,-,CWS31_RS01365,WP_148747648.1,,339550 - 341875 (+),NZ_PJAI02000001.1:652411-654736,,-
PUL0459,-,CWS31_RS01370,WP_148747649.1,,341993 - 343706 (+),NZ_PJAI02000001.1:654854-656567,,-
PUL0459,-,CWS31_RS01380,WP_148747676.1,,346644 - 348210 (+),NZ_PJAI02000001.1:659505-661071,,-
PUL0459,-,CWS31_RS01385,WP_148747677.1,,348551 - 348662 (+),NZ_PJAI02000001.1:661412-661523,,-
PUL0459,-,CWS31_RS01390,WP_148747650.1,,348662 - 349949 (-),NZ_PJAI02000001.1:661523-662810,,-
PUL0459,-,CWS31_RS01395,WP_148747651.1,,350260 - 351031 (-),NZ_PJAI02000001.1:663121-663892,,-
PUL0459,-,CWS31_RS01400,WP_148747652.1,,351545 - 352658 (+),NZ_PJAI02000001.1:664406-665519,,-
PUL0459,-,CWS31_RS01405,WP_148747653.1,,352670 - 353693 (+),NZ_PJAI02000001.1:665531-666554,,-
PUL0459,-,CWS31_RS01410,WP_148747678.1,,353741 - 354506 (+),NZ_PJAI02000001.1:666602-667367,,1.1.1.127
PUL0459,aldA,CWS31_RS01415,WP_148747654.1,,354512 - 355976 (+),NZ_PJAI02000001.1:667373-668837,,-
PUL0459,-,CWS31_RS01420,WP_148747655.1,,356258 - 360656 (+),NZ_PJAI02000001.1:669119-673517,,-
PUL0459,-,CWS31_RS01430,WP_148747679.1,,361278 - 362823 (+),NZ_PJAI02000001.1:674139-675684,,-
PUL0459,-,CWS31_RS01435,WP_148747680.1,,363069 - 364467 (-),NZ_PJAI02000001.1:675930-677328,,-
PUL0459,-,CWS31_RS01440,WP_148747681.1,,364562 - 365990 (-),NZ_PJAI02000001.1:677423-678851,,-
PUL0459,-,CWS31_RS01445,WP_148747656.1,,366077 - 366773 (-),NZ_PJAI02000001.1:678938-679634,,-
PUL0459,-,CWS31_RS01450,WP_148747657.1,,367011 - 367752 (-),NZ_PJAI02000001.1:679872-680613,,-
PUL0459,-,CWS31_RS01455,WP_148747658.1,,367768 - 369322 (-),NZ_PJAI02000001.1:680629-682183,,-
PUL0459,-,CWS31_RS01460,WP_148747682.1,,369449 - 372224 (-),NZ_PJAI02000001.1:682310-685085,,-
PUL0459,-,CWS31_RS01465,WP_148747659.1,,372803 - 373925 (-),NZ_PJAI02000001.1:685664-686786,,-
PUL0459,-,CWS31_RS01475,WP_148747661.1,,375386 - 377753 (-),NZ_PJAI02000001.1:688247-690614,,-
PUL0459,-,CWS31_RS01480,WP_148747662.1,,378225 - 381903 (+),NZ_PJAI02000001.1:691086-694764,,-
PUL0459,-,CWS31_RS01485,WP_148747663.1,,381967 - 384112 (+),NZ_PJAI02000001.1:694828-696973,,-
PUL0459,-,CWS31_RS01490,WP_148747664.1,,384573 - 386124 (+),NZ_PJAI02000001.1:697434-698985,,-
PUL0459,-,CWS31_RS01495,WP_148747665.1,,386156 - 386876 (+),NZ_PJAI02000001.1:699017-699737,,-
PUL0459,-,CWS31_RS01500,WP_148747666.1,,387090 - 389538 (-),NZ_PJAI02000001.1:699951-702399,,-
PUL0459,-,CWS31_RS01505,WP_148747667.1,,389782 - 390202 (-),NZ_PJAI02000001.1:702643-703063,,-
PUL0459,-,CWS31_RS01510,WP_148747683.1,,390204 - 391182 (-),NZ_PJAI02000001.1:703065-704043,,-
PUL0459,-,CWS31_RS01515,WP_148747684.1,,391209 - 392226 (-),NZ_PJAI02000001.1:704070-705087,,-
PUL0459,-,CWS31_RS01520,WP_148747668.1,,392260 - 393772 (-),NZ_PJAI02000001.1:705121-706633,,-
PUL0459,-,CWS31_RS01525,WP_148747669.1,,393842 - 394802 (-),NZ_PJAI02000001.1:706703-707663,,-
PUL0459,-,CWS31_RS01530,WP_148747685.1,,394992 - 398085 (-),NZ_PJAI02000001.1:707853-710946,,-
PUL0459,-,CWS31_RS01535,WP_148747670.1,,398425 - 399367 (+),NZ_PJAI02000001.1:711286-712228,,-
PUL0459,-,CWS31_RS01540,WP_148747671.1,,399547 - 400633 (+),NZ_PJAI02000001.1:712408-713494,,-
PUL0460,-,AX660_RS08390,WP_235594693.1,,0 - 2562 (+),NZ_LSNE01000005.1:77024-79586,,-
PUL0460,-,AX660_RS08395,WP_068375537.1,,2592 - 4191 (+),NZ_LSNE01000005.1:79616-81215,,3.2.1.51
PUL0460,-,AX660_RS08400,WP_068375539.1,,4433 - 5636 (-),NZ_LSNE01000005.1:81457-82660,,-
PUL0460,-,AX660_RS08405,WP_068375542.1,,5628 - 6615 (-),NZ_LSNE01000005.1:82652-83639,,2.7.1.-
PUL0460,-,AX660_RS08410,WP_068375545.1,,6645 - 7935 (-),NZ_LSNE01000005.1:83669-84959,,-
PUL0460,-,AX660_RS08415,WP_068375547.1,,8137 - 10585 (+),NZ_LSNE01000005.1:85161-87609,,-
PUL0460,-,AX660_RS08420,WP_068375550.1,,10753 - 12331 (+),NZ_LSNE01000005.1:87777-89355,,-
PUL0460,-,AX660_RS08425,WP_068375554.1,,12346 - 13612 (+),NZ_LSNE01000005.1:89370-90636,,-
PUL0460,-,AX660_RS08430,WP_068375556.1,,13667 - 14825 (+),NZ_LSNE01000005.1:90691-91849,,-
PUL0460,-,AX660_RS08435,WP_068375558.1,,14975 - 16082 (-),NZ_LSNE01000005.1:91999-93106,,-
PUL0460,-,AX660_RS08440,WP_162266408.1,,16148 - 16501 (-),NZ_LSNE01000005.1:93172-93525,,1.14.-.-
PUL0460,-,AX660_RS08445,WP_162266409.1,,16634 - 17064 (-),NZ_LSNE01000005.1:93658-94088,,1.14.-.-
PUL0460,-,AX660_RS23290,WP_068375562.1,,17966 - 18956 (+),NZ_LSNE01000005.1:94990-95980,,-
PUL0460,-,AX660_RS23700,WP_407669385.1,,19106 - 19259 (+),NZ_LSNE01000005.1:96130-96283,,-
PUL0460,-,AX660_RS08455,WP_162266410.1,,19440 - 20676 (+),NZ_LSNE01000005.1:96464-97700,,3.1.-.-
PUL0460,-,AX660_RS08460,WP_068375565.1,,20957 - 24233 (+),NZ_LSNE01000005.1:97981-101257,,-
PUL0460,-,AX660_RS08465,WP_068375567.1,,24339 - 25845 (+),NZ_LSNE01000005.1:101363-102869,,1.14.19.-
PUL0460,-,AX660_RS08470,WP_068375568.1,,25848 - 27324 (+),NZ_LSNE01000005.1:102872-104348,,-
PUL0460,-,AX660_RS08475,WP_068375570.1,,27637 - 28420 (+),NZ_LSNE01000005.1:104661-105444,,-
PUL0460,-,AX660_RS08480,WP_068375572.1,,28973 - 33920 (+),NZ_LSNE01000005.1:105997-110944,,-
PUL0460,-,AX660_RS08485,WP_068375574.1,,33943 - 34519 (+),NZ_LSNE01000005.1:110967-111543,,-
PUL0460,-,AX660_RS08490,WP_068375576.1,,34649 - 35264 (-),NZ_LSNE01000005.1:111673-112288,,-
PUL0460,-,AX660_RS08495,WP_068375578.1,,35615 - 37949 (-),NZ_LSNE01000005.1:112639-114973,,-
PUL0463,-,BT_0433,AAO75540.1,,0 - 1209 (-),AE015928.1:520419-521628,,-
PUL0463,-,BT_0434,AAO75541.1,,1548 - 3432 (+),AE015928.1:521967-523851,,-
PUL0463,-,BT_0435,AAO75542.1,,3470 - 4571 (+),AE015928.1:523889-524990,,-
PUL0463,-,BT_0436,AAO75543.1,,4576 - 5983 (+),AE015928.1:524995-526402,,-
PUL0463,-,BT_0437,AAO75544.1,,6020 - 7211 (+),AE015928.1:526439-527630,,-
PUL0463,-,BT_0438,AAO75545.1,,7259 - 9452 (+),AE015928.1:527678-529871,,-
PUL0463,-,BT_0439,AAO75546.1,,9586 - 12706 (+),AE015928.1:530005-533125,,-
PUL0463,-,BT_0440,AAO75547.1,,12720 - 14604 (+),AE015928.1:533139-535023,,-
PUL0463,-,BT_0441,AAO75548.1,,14613 - 16002 (+),AE015928.1:535032-536421,,-
PUL0463,-,BT_0442,AAO75549.1,,16019 - 17795 (+),AE015928.1:536438-538214,,-
PUL0463,-,BT_0443,AAO75550.1,,18020 - 18338 (+),AE015928.1:538439-538757,,-
PUL0463,-,BT_0444,AAO75551.1,,18349 - 19606 (+),AE015928.1:538768-540025,,-
PUL0463,-,BT_0445,AAO75552.1,,19619 - 20720 (+),AE015928.1:540038-541139,,-
PUL0464,-,BT_0446,AAO75553.1,,0 - 1410 (-),AE015928.1:541795-543205,,-
PUL0464,-,BT_0447,AAO75554.1,,1406 - 4061 (-),AE015928.1:543201-545856,,-
PUL0464,-,BT_0448,AAO75555.1,,4072 - 5506 (-),AE015928.1:545867-547301,,-
PUL0464,-,BT_0449,AAO75556.1,,5641 - 7003 (-),AE015928.1:547436-548798,,-
PUL0464,-,BT_0450,AAO75557.1,,7091 - 8789 (-),AE015928.1:548886-550584,,-
PUL0464,-,BT_0451,AAO75558.1,,8808 - 10470 (-),AE015928.1:550603-552265,,-
PUL0464,-,BT_0452,AAO75559.1,,10488 - 13713 (-),AE015928.1:552283-555508,,-
PUL0464,-,BT_0453,AAO75560.1,,13767 - 14931 (-),AE015928.1:555562-556726,,-
PUL0464,-,BT_0454,AAO75561.1,,15074 - 15467 (-),AE015928.1:556869-557262,,-
PUL0464,-,BT_0455,AAO75562.1,,15660 - 17295 (+),AE015928.1:557455-559090,,-
PUL0464,-,BT_0456,AAO75563.1,,17291 - 19304 (+),AE015928.1:559086-561099,,-
PUL0464,-,BT_0457,AAO75564.1,,19315 - 21394 (+),AE015928.1:561110-563189,,-
PUL0464,-,BT_0458,AAO75565.1,,21471 - 24066 (+),AE015928.1:563266-565861,,-
PUL0464,-,BT_0459,AAO75566.1,,24104 - 26429 (+),AE015928.1:565899-568224,,-
PUL0464,-,BT_0460,AAO75567.1,,26428 - 28504 (+),AE015928.1:568223-570299,,-
PUL0464,-,BT_0461,AAO75568.1,,28519 - 31039 (+),AE015928.1:570314-572834,,-
PUL0465,-,BT_1278,AAO76385.1,,0 - 552 (+),AE015928.1:1588730-1589282,,-
PUL0465,-,BT_1279,AAO76386.1,,611 - 1598 (+),AE015928.1:1589341-1590328,,-
PUL0465,-,BT_1280,AAO76387.1,,1795 - 5128 (+),AE015928.1:1590525-1593858,,-
PUL0465,-,BT_1281,AAO76388.1,,5141 - 6737 (+),AE015928.1:1593871-1595467,,-
PUL0465,-,BT_1282,AAO76389.1,,6760 - 7744 (+),AE015928.1:1595490-1596474,,-
PUL0465,-,BT_1283,AAO76390.1,,7762 - 9085 (+),AE015928.1:1596492-1597815,,-
PUL0465,-,BT_1284,AAO76391.1,,9112 - 10639 (+),AE015928.1:1597842-1599369,,-
PUL0465,-,BT_1285,AAO76392.1,,10835 - 11756 (+),AE015928.1:1599565-1600486,,-
PUL0466,abfA,BSU_28720,NP_390750.2,,0 - 1503 (-),NC_000964.3:2938330-2939833,,3.2.1.55
PUL0466,araQ,BSU_28730,NP_390751.2,,1521 - 2367 (-),NC_000964.3:2939851-2940697,,-
PUL0466,araP,BSU_28740,NP_390752.1,,2367 - 3309 (-),NC_000964.3:2940697-2941639,,-
PUL0466,araN,BSU_28750,NP_390753.2,,3344 - 4646 (-),NC_000964.3:2941674-2942976,,-
PUL0466,egsA,BSU_28760,NP_390754.1,,4676 - 5861 (-),NC_000964.3:2943006-2944191,,1.1.1.261
PUL0466,araL,BSU_28770,NP_390755.1,,5857 - 6676 (-),NC_000964.3:2944187-2945006,,3.1.3.23
PUL0466,araD,BSU_28780,NP_390756.1,,6653 - 7343 (-),NC_000964.3:2944983-2945673,,5.1.3.4
PUL0466,araB,BSU_28790,NP_390757.1,,7359 - 9042 (-),NC_000964.3:2945689-2947372,,2.7.1.16
PUL0466,araA,BSU_28800,NP_390758.2,,9055 - 10546 (-),NC_000964.3:2947385-2948876,,5.3.1.4
PUL0467,-,BT_1623,AAO76730.1,,0 - 1176 (-),AE015928.1:1998220-1999396,,-
PUL0467,-,BT_1624,AAO76731.1,,1310 - 2858 (-),AE015928.1:1999530-2001078,,-
PUL0467,-,BT_1625,AAO76732.1,,2944 - 4762 (-),AE015928.1:2001164-2002982,,-
PUL0467,-,BT_1626,AAO76733.1,,4929 - 7998 (-),AE015928.1:2003149-2006218,,-
PUL0467,-,BT_1627,AAO76734.1,,8026 - 10357 (-),AE015928.1:2006246-2008577,,-
PUL0467,-,BT_1628,AAO76735.1,,10372 - 12112 (-),AE015928.1:2008592-2010332,,-
PUL0467,-,BT_1629,AAO76736.1,,12157 - 13939 (-),AE015928.1:2010377-2012159,,-
PUL0467,-,BT_1630,AAO76737.1,,13984 - 15760 (-),AE015928.1:2012204-2013980,,-
PUL0467,-,BT_1631,AAO76738.1,,15815 - 19175 (-),AE015928.1:2014035-2017395,,-
PUL0467,-,BT_1632,AAO76739.1,,19205 - 20870 (-),AE015928.1:2017425-2019090,,-
PUL0467,-,BT_1633,AAO76740.1,,21132 - 21876 (-),AE015928.1:2019352-2020096,,-
PUL0467,-,BT_1634,AAO76741.1,,21884 - 23315 (-),AE015928.1:2020104-2021535,,-
PUL0467,-,BT_1635,AAO76742.1,,23446 - 27412 (+),AE015928.1:2021666-2025632,,-
PUL0467,-,BT_1636,AAO76743.1,,27449 - 28979 (+),AE015928.1:2025669-2027199,,-
PUL0468,-,BT_3461,AAO78567.1,,0 - 435 (+),AE015928.1:4457047-4457482,,-
PUL0468,-,BT_3462,AAO78568.1,,453 - 2208 (+),AE015928.1:4457500-4459255,,-
PUL0468,-,BT_3463,AAO78569.1,,2204 - 2786 (+),AE015928.1:4459251-4459833,,-
PUL0468,-,BT_3464,AAO78570.1,,2782 - 4090 (+),AE015928.1:4459829-4461137,,-
PUL0468,-,BT_3465,AAO78571.1,,4113 - 8151 (+),AE015928.1:4461160-4465198,,-
PUL0468,-,BT_3466,AAO78572.1,,8434 - 8620 (-),AE015928.1:4465481-4465667,,-
PUL0468,-,BT_3467,AAO78573.1,,8740 - 9838 (+),AE015928.1:4465787-4466885,,-
PUL0468,-,BT_3468,AAO78574.1,,9806 - 10670 (-),AE015928.1:4466853-4467717,,-
PUL0468,-,BT_3469,AAO78575.1,,10761 - 12111 (-),AE015928.1:4467808-4469158,,-
PUL0468,-,BT_3470,AAO78576.1,,12169 - 13552 (-),AE015928.1:4469216-4470599,,-
PUL0468,-,BT_3471,AAO78577.1,,13645 - 13888 (-),AE015928.1:4470692-4470935,,-
PUL0468,-,BT_3472,AAO78578.1,,13884 - 15177 (-),AE015928.1:4470931-4472224,,-
PUL0468,-,BT_3473,AAO78579.1,,15278 - 16280 (-),AE015928.1:4472325-4473327,,-
PUL0468,-,BT_3474,AAO78580.1,,16299 - 18345 (-),AE015928.1:4473346-4475392,,-
PUL0468,-,BT_3475,AAO78581.1,,18361 - 21481 (-),AE015928.1:4475408-4478528,,-
PUL0468,-,BT_3476,AAO78582.1,,21505 - 22879 (-),AE015928.1:4478552-4479926,,-
PUL0468,-,BT_3477,AAO78583.1,,22920 - 25443 (-),AE015928.1:4479967-4482490,,-
PUL0468,-,BT_3478,AAO78584.1,,25984 - 27268 (+),AE015928.1:4483031-4484315,,-
PUL0468,-,BT_3479,AAO78585.1,,27712 - 28432 (-),AE015928.1:4484759-4485479,,-
PUL0468,-,BT_3480,AAO78586.1,,28605 - 28989 (-),AE015928.1:4485652-4486036,,-
PUL0468,-,BT_3481,AAO78587.1,,29420 - 29945 (+),AE015928.1:4486467-4486992,,-
PUL0468,-,BT_3482,AAO78588.1,,29962 - 31504 (+),AE015928.1:4487009-4488551,,-
PUL0468,-,BT_3483,AAO78589.1,,31515 - 34656 (+),AE015928.1:4488562-4491703,,-
PUL0468,-,BT_3484,AAO78590.1,,34672 - 36721 (+),AE015928.1:4491719-4493768,,-
PUL0468,-,BT_3485,AAO78591.1,,36737 - 37775 (+),AE015928.1:4493784-4494822,,-
PUL0468,-,BT_3486,AAO78592.1,,37997 - 39359 (+),AE015928.1:4495044-4496406,,-
PUL0468,-,BT_3487,AAO78593.1,,39370 - 41056 (+),AE015928.1:4496417-4498103,,-
PUL0468,-,BT_3488,AAO78594.1,,41084 - 42656 (+),AE015928.1:4498131-4499703,,-
PUL0468,-,BT_3489,AAO78595.1,,42670 - 44047 (+),AE015928.1:4499717-4501094,,-
PUL0468,-,BT_3490,AAO78596.1,,44135 - 45485 (-),AE015928.1:4501182-4502532,,-
PUL0468,-,BT_3491,AAO78597.1,,45919 - 46438 (+),AE015928.1:4502966-4503485,,-
PUL0468,-,BT_3492,AAO78598.1,,46578 - 48063 (+),AE015928.1:4503625-4505110,,-
PUL0468,-,BT_3493,AAO78599.1,,48081 - 48882 (+),AE015928.1:4505128-4505929,,-
PUL0468,-,BT_3494,AAO78600.1,,48881 - 51215 (+),AE015928.1:4505928-4508262,,-
PUL0468,-,BT_3495,AAO78601.1,,51228 - 53295 (+),AE015928.1:4508275-4510342,,-
PUL0468,-,BT_3496,AAO78602.1,,53315 - 54314 (+),AE015928.1:4510362-4511361,,-
PUL0468,-,BT_3497,AAO78603.1,,54397 - 55153 (+),AE015928.1:4511444-4512200,,-
PUL0468,-,BT_3498,AAO78604.1,,55179 - 55851 (+),AE015928.1:4512226-4512898,,-
PUL0468,-,BT_3499,AAO78605.1,,55843 - 56578 (+),AE015928.1:4512890-4513625,,-
