Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH109_e2	GH109:143		-	391	WP_011108894.1	447	1.3962433365510944e-21	2	161	42	197	0.4092071611253197	dbCAN-sub
CE9_e78	CE9:112		-	382	WP_011108898.1	395	3.822280993253864e-193	2	382	8	390	0.9973821989528796	dbCAN-sub
GH89_e5	GH89:72		-	660	WP_011108899.1	732	0.0	1	659	64	722	0.9984848484848484	dbCAN-sub
GH20_e9	GH20:95		-	339	WP_011108902.1	537	3.1872648630247303e-164	1	338	142	481	0.9970501474926252	dbCAN-sub
GH2_e38	GH2:12		-	765	WP_011108903.1	920	0.0	1	765	28	791	1.0	dbCAN-sub
CE15_e7	CE15:6|CBM22:2|CBM9:2|GH10:2		-	336	WP_011108907.1	392	7.70256310583187e-19	4	335	61	384	0.988095238095238	dbCAN-sub
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	WP_011108921.1	825	3.644239629390277e-185	3	467	361	818	0.9935897435897436	dbCAN-sub
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	WP_011108922.1	824	3.2393212421584723e-227	1	461	222	713	1.0	dbCAN-sub
GH43_e191	GH43_34:11|CBM32:8|CBM13:2	3.2.1.55:1	xylan	281	WP_011108924.1	461	2.069656682935521e-156	1	281	30	303	1.0	dbCAN-sub
CBM32_e40	CBM32:8|GH43_34:8	3.2.1.55:1	host glycan	106	WP_011108924.1	461	6.958470890544378e-67	1	106	355	460	1.0	dbCAN-sub
GH13_e47	CBM58:7|GH13_36:7|GH13:2	3.2.1.1:1	alpha-glucan	459	WP_011108937.1	692	4.1344417602922284e-274	1	459	81	540	1.0	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_011108964.1	753	1.0989792521851443e-216	2	493	247	736	0.9959514170040484	dbCAN-sub
GH38_e34	GH38:63|CBM32:8	3.2.1.113:1|3.2.1.-:1	host glycan	234	WP_011108965.1	1198	1.5363110544104044e-132	1	233	31	262	0.9957264957264956	dbCAN-sub
CBM32_e185	CBM32:11|GH38:10|CBM6:1|CE17:1	3.2.1.113:1|3.2.1.-:1	host glycan	121	WP_011108965.1	1198	6.191315635398115e-48	1	121	1079	1196	1.0	dbCAN-sub
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	WP_011108967.1	387	4.877253790023361e-132	1	307	63	367	0.9935275080906149	dbCAN-sub
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	WP_011108976.1	525	8.288248325945288e-174	1	311	179	489	1.0	dbCAN-sub
GH36_e10	GH36:169		-	174	WP_011108980.1	693	1.0570429087319876e-114	1	174	143	316	1.0	dbCAN-sub
GH29_e37	GH29:86|CBM0:3|GH117:3|GH106:1		-	332	WP_011108981.1	460	5.7180806113773995e-195	2	332	29	357	0.9969879518072288	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_011108981.1	460	1.870283763827332e-18	27	108	371	445	0.7522935779816514	dbCAN-sub
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	WP_011108997.1	755	7.585501321206222e-271	9	521	222	736	0.9846449136276392	dbCAN-sub
GH99_e0	GH99:120	3.2.1.130:19|3.2.1.198:2	host glycan	339	WP_011108998.1	382	7.281219126791813e-144	3	338	45	371	0.991150442477876	dbCAN-sub
GH20_e106	GH20:152|CBM32:18		-	325	WP_011109002.1	661	4.096884624989367e-177	1	324	155	478	0.9969230769230768	dbCAN-sub
CBM32_e210	CBM32:14		host glycan	122	WP_011109041.1	508	2.2701987052181413e-34	12	120	83	191	0.8934426229508197	dbCAN-sub
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan	509	WP_011109052.1	755	3.8543550761930864e-279	1	509	231	738	1.0	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_011109053.1	758	3.4467805043592704e-219	2	493	244	751	0.9959514170040484	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_011109056.1	743	6.863053709520732e-218	3	493	239	732	0.9939271255060728	dbCAN-sub
CBM32_e16	CBM32:7		host glycan	120	WP_011109082.1	447	1.384863087895497e-84	1	120	321	440	1.0	dbCAN-sub
GH2_e89	GH2:207|CBM32:45		-	931	WP_011109085.1	1342	0.0	1	931	69	1005	1.0	dbCAN-sub
CBM32_e167	CBM32:52|GH2:46|GH59:1		host glycan	126	WP_011109085.1	1342	2.0944400178823478e-60	1	125	1213	1337	0.992063492063492	dbCAN-sub
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	WP_011109093.1	892	6.577453379322376e-25	19	178	164	326	0.8602150537634409	dbCAN-sub
GH78_e6	GH78:44		-	504	WP_011109093.1	892	4.865039753103117e-280	1	504	353	856	1.0	dbCAN-sub
CE3_e24	CE3:11|CBM6:3|GH11:1|CBM32:1|CBM9:1|GH136:1|GH29:1	3.1.1.72:1	xylan	189	WP_011109094.1	230	3.8608861405511585e-17	1	188	34	214	0.9947089947089948	dbCAN-sub
GH130_e20	GH130:130	3.2.1.197:4	beta-mannan	311	WP_011109096.1	377	4.590064932392649e-170	2	311	64	373	0.9967845659163987	dbCAN-sub
GH43_e300	GH43_8:29		-	276	WP_011109097.1	512	2.917990281629856e-165	1	276	28	304	1.0	dbCAN-sub
CBM91_e43	CBM91:31|GH43_8:30|GH43:1		xylan	178	WP_011109097.1	512	1.9831344586425338e-27	1	178	332	508	1.0	dbCAN-sub
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1		-	286	WP_011109103.1	322	8.9016874513697e-134	1	286	33	313	1.0	dbCAN-sub
PL1_e95	PL1_2:52|PL1:3|CE8:2		-	191	WP_011109109.1	497	6.0269131181484385e-90	1	191	93	281	1.0	dbCAN-sub
PL1_e95	PL1_2:52|PL1:3|CE8:2		-	191	WP_011109110.1	523	1.2221367841492124e-86	1	191	115	306	1.0	dbCAN-sub
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	WP_011109116.1	528	9.144850723345839e-185	2	395	86	472	0.9949494949494948	dbCAN-sub
CBM32_e75	CBM32:9		host glycan	130	WP_011109119.1	392	6.366588040452408e-71	1	130	257	386	1.0	dbCAN-sub
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan	301	WP_011109123.1	605	6.811649193779604e-145	2	298	53	369	0.9867109634551496	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_011109123.1	605	1.3029091760960745e-17	19	108	386	465	0.8256880733944955	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_011109123.1	605	4.819654158271282e-18	20	107	499	586	0.8073394495412844	dbCAN-sub
GH106_e0	GH106:213|CE12:1	3.2.1.174:1	pectin	900	WP_011109131.1	924	0.0	1	900	23	915	1.0	dbCAN-sub
GH28_e34	GH28:169	3.2.1.173:1	pectin	355	WP_011109132.1	467	1.2169555218549604e-174	2	354	50	395	0.9943661971830986	dbCAN-sub
CE12_e37	CE12:111|GH106:1		-	206	WP_011109136.1	412	7.070455517143749e-108	1	206	164	369	1.0	dbCAN-sub
GH2_e125	GH2:201|CBM32:11	3.2.1.23:1	beta-galactan	702	WP_011109137.1	958	0.0	2	696	22	712	0.99002849002849	dbCAN-sub
GH28_e117	GH28:129	3.2.1.173:1	pectin	341	WP_011109139.1	432	2.684495912853422e-184	2	339	76	413	0.9912023460410556	dbCAN-sub
CE4_e46	CE4:78|CBM18:52|CBM50:1	3.5.1.41:1	chitin	128	WP_011109140.1	322	4.8879758956702755e-18	4	110	38	147	0.8359375	dbCAN-sub
GH2_e106	GH2:268|CBM32:3	3.2.1.-:1|3.2.1.23:1	beta-galactan;pectin	760	WP_011109142.1	961	0.0	1	760	46	833	1.0	dbCAN-sub
GH35_e15	GH35:43|GH53:1	3.2.1.23:1	beta-galactan	345	WP_011109145.1	698	7.009733617401868e-142	2	344	46	400	0.9942028985507246	dbCAN-sub
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	WP_011109152.1	465	9.208891807240336e-166	2	331	101	432	0.9969788519637462	dbCAN-sub
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	WP_011109155.1	989	3.1204502003891013e-276	2	481	24	502	0.997920997920998	dbCAN-sub
PL9_e24	PL9_1:24|PL9:3	4.2.2.23:2	pectin	407	WP_011109157.1	437	1.802814314759905e-220	1	407	21	424	1.0	dbCAN-sub
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan	269	WP_011109159.1	558	4.361333410978138e-137	1	269	40	310	1.0	dbCAN-sub
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1		xylan	195	WP_011109159.1	558	1.417620784319216e-72	1	194	344	555	0.9948717948717948	dbCAN-sub
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	WP_011109161.1	538	4.0379960532373836e-189	2	393	86	481	0.98989898989899	dbCAN-sub
CBM32_e212	CBM32:12		host glycan	130	WP_011109182.1	605	1.4779762334631127e-16	4	91	451	540	0.676923076923077	dbCAN-sub
CBM32_e18	CBM32:14		host glycan	112	WP_011109184.1	996	6.380978741380341e-32	2	112	244	353	0.9910714285714286	dbCAN-sub
GT2			-	133	WP_011109186.1	277	1.0583121989118308e-61	1	131	6	134	0.9849624060150376	dbCAN-sub
CBM32_e83	CBM32:5		host glycan	130	WP_011109190.1	614	1.0983199958742931e-16	9	115	464	573	0.823076923076923	dbCAN-sub
GH133_e1	GH133:236		-	351	WP_011109193.1	645	2.2007195216753064e-168	2	351	289	637	0.9971509971509972	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_011109236.1	546	4.864729635764691e-133	2	349	154	514	0.9914529914529916	dbCAN-sub
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	WP_011109237.1	737	7.817836813774922e-156	1	293	152	443	0.9965986394557824	dbCAN-sub
PL33_e0	PL33_1:103	4.2.2.1:1	host glycan	147	WP_011109250.1	644	4.0811473860279776e-73	1	145	431	575	0.9863945578231292	dbCAN-sub
PL12_e18	PL12_2:44	4.2.2.8:2|4.2.2.7:1	host glycan	131	WP_011109364.1	666	2.0528409906523898e-70	1	130	405	534	0.9923664122137404	dbCAN-sub
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	WP_011109366.1	815	0.0	2	606	25	627	0.9967051070840196	dbCAN-sub
GH53_e22	GH53:425|CBM61:12|GH35:1|CBM13:1|CBM10:1|CBM60:1|CBM32:1	3.2.1.89:3	arabinogalactan	284	WP_011109367.1	353	1.3539390187338927e-113	1	282	47	330	0.9929577464788732	dbCAN-sub
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	beta-fucosides;host glycan	726	WP_011109376.1	812	9.732899679986615e-264	5	724	44	787	0.9917355371900828	dbCAN-sub
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	WP_011109377.1	895	1.027725119193655e-303	2	561	44	609	0.99644128113879	dbCAN-sub
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	alpha-glucan	92	WP_011109382.1	655	1.342229083389651e-18	9	90	26	111	0.8913043478260869	dbCAN-sub
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	alpha-glucan	310	WP_011109382.1	655	3.944514455506344e-140	1	310	187	513	1.0	dbCAN-sub
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	alpha-glucan	340	WP_011109383.1	481	7.573167915704996e-155	1	339	31	370	0.9970588235294118	dbCAN-sub
GH31_e23	GH31:202	3.2.1.20:1	alpha-glucan	419	WP_016269243.1	717	6.856972227760573e-196	1	416	181	590	0.9928400954653938	dbCAN-sub
CE12_e36	CE12:119|CBM13:1		-	217	WP_032840507.1	544	2.7351337943515282e-87	1	217	66	286	1.0	dbCAN-sub
CE12_e36	CE12:119|CBM13:1		-	217	WP_032840507.1	544	1.028485140223525e-96	1	217	317	533	1.0	dbCAN-sub
GH29_e8	GH29:139|CBM32:1|GH2:1	3.2.1.51:2	host glycan	337	WP_032841307.1	476	3.29722761447791e-177	2	337	39	376	0.9970326409495548	dbCAN-sub
GH2_e119	GH2:25		-	560	WP_032841480.1	1083	0.0	1	560	50	611	1.0	dbCAN-sub
GH32_e129	GH32:35	3.2.1.65:1	fructan	300	WP_032841481.1	522	2.141866604853687e-174	1	300	53	350	1.0	dbCAN-sub
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	WP_048694946.1	1021	0.0	25	883	55	907	0.97281993204983	dbCAN-sub
GH92_e11	GH92:47		-	450	WP_048697949.1	671	7.916389063626841e-137	3	442	224	667	0.9777777777777776	dbCAN-sub
GH36_e23	GH36:19|CBM35:16		-	446	WP_048698132.1	673	1.866464104864845e-139	1	446	208	647	1.0	dbCAN-sub
GT2			-	132	WP_054958832.1	314	3.6814055109011855e-63	1	130	10	143	0.9848484848484848	dbCAN-sub
GH23_e63	GH23:115		-	135	WP_055217507.1	326	1.0822635137799988e-69	1	134	99	232	0.9925925925925926	dbCAN-sub
GH43_e173	GH43_18:113|GH29:4|CBM42:1|GH43_20:1|GH28:1|PL1_2:1	3.2.1.55:2	xylan	227	WP_055217731.1	309	3.5542930997464897e-122	1	227	67	293	1.0	dbCAN-sub
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	WP_055229046.1	639	2.62596548793804e-198	1	511	50	555	1.0	dbCAN-sub
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-galactan	234	WP_055229316.1	527	7.772080044283769e-111	1	234	134	368	1.0	dbCAN-sub
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan;beta-mannan;beta-galactan	104	WP_055229316.1	527	2.3823876502570217e-43	2	103	425	524	0.9807692307692308	dbCAN-sub
CBM62_e0	CBM62:62		xyloglucan;arabinogalactan;beta-mannan	69	WP_055229875.1	647	1.7544766456879378e-21	7	69	439	502	0.9130434782608696	dbCAN-sub
GT2			-	145	WP_055235382.1	317	1.3578955717603012e-46	1	145	9	166	1.0	dbCAN-sub
PL13_e0	PL13:43	4.2.2.7:6	host glycan	360	WP_055300818.1	392	2.6134439967223804e-207	2	359	26	391	0.9944444444444444	dbCAN-sub
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1		-	211	WP_061474328.1	570	4.9876444733113526e-99	1	210	27	257	0.995260663507109	dbCAN-sub
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1		-	286	WP_061474328.1	570	1.3161959106056538e-135	1	285	274	555	0.9965034965034965	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_061474357.1	779	2.1259821100782223e-202	3	494	255	750	0.9959514170040484	dbCAN-sub
GT25_e69	GT25:13|GH16:1		-	175	WP_062694757.1	242	1.5654090945550973e-71	1	175	3	174	1.0	dbCAN-sub
GH78_e1	GH78:419	3.2.1.40:3	alpha-rhamnoside	476	WP_062695108.1	734	9.534106492097676e-240	2	476	196	686	0.9978991596638656	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_062695564.1	809	1.1670372701058383e-161	2	348	158	525	0.9886039886039886	dbCAN-sub
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-galactan	234	WP_062695757.1	545	5.0254707673998935e-105	1	233	143	384	0.9957264957264956	dbCAN-sub
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan;beta-mannan;beta-galactan	104	WP_062695757.1	545	1.0579679760113577e-43	2	103	442	541	0.9807692307692308	dbCAN-sub
GT4_e3844	GT4:17		-	141	WP_062695837.1	413	2.0075798645071364e-66	1	141	244	385	1.0	dbCAN-sub
GT4_e3844	GT4:17		-	141	WP_062695838.1	413	2.4759318913381193e-66	1	141	243	384	1.0	dbCAN-sub
CE4_e17	CE4:15		-	122	WP_062695974.1	592	7.874187099155449e-19	5	115	313	431	0.9098360655737704	dbCAN-sub
GT4_e999	GT4:11		-	152	WP_070750708.1	386	2.910062809971612e-28	3	151	218	357	0.9802631578947368	dbCAN-sub
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	WP_070750859.1	1023	0.0	31	883	63	909	0.9660249150622876	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_072067209.1	730	8.3240177511635e-213	3	490	241	730	0.9878542510121456	dbCAN-sub
CE7_e20	CE7:59		-	304	WP_162303078.1	434	1.7542698472668955e-183	1	304	127	430	1.0	dbCAN-sub
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	WP_162303083.1	718	0.0	1	680	28	701	1.0	dbCAN-sub
GT2			-	266	WP_162303125.1	363	3.4922597118273084e-134	1	265	5	269	0.9962406015037594	dbCAN-sub
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	WP_162303131.1	459	1.9939421005478053e-197	1	362	78	436	0.9972451790633609	dbCAN-sub
GH137_e0	GH137:122|CBM57:46|GH2:46|GH106:2	3.2.1.31:1|3.2.1.185:1	pectin	339	WP_162303160.1	1412	3.8598134991021663e-162	1	338	22	368	0.9970501474926252	dbCAN-sub
GH2_e99	GH2:100|CBM57:99|GH137:46	3.2.1.31:1|3.2.1.185:1	beta-glucuronan	459	WP_162303160.1	1412	2.4700739552657427e-227	2	459	376	831	0.9978213507625272	dbCAN-sub
CBM57_e0	CBM57:99|GH2:99|GH137:46	3.2.1.31:1|3.2.1.185:1	host glycan	166	WP_162303160.1	1412	5.289594551590789e-73	1	166	1081	1242	1.0	dbCAN-sub
GH138_e0	GH138:79	3.2.1.173:1	pectin	904	WP_162303161.1	899	0.0	2	904	12	899	0.9988938053097344	dbCAN-sub
GH43_e84	GH43_18:91|GH43_34:66|CBM32:58|GH42:9|CBM42:1|GH43_20:1|GH43:1	3.2.1.55:2	xylan	233	WP_162303174.1	788	7.799543894014065e-38	138	232	1	96	0.407725321888412	dbCAN-sub
GH42_e27	GH42:77|GH43_18:9		-	376	WP_162303174.1	788	3.5791805758266865e-197	1	375	136	509	0.9973404255319148	dbCAN-sub
GH20_e16	GH20:35		-	341	WP_162303178.1	525	2.484487709708531e-207	1	341	149	489	1.0	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	WP_162303180.1	782	3.694285081822409e-86	1	221	125	350	0.9954954954954957	dbCAN-sub
CE20_e16	CE20:217|CE0:1|GH33:1|CE3:1		-	283	WP_162303186.1	691	2.4641475801831777e-134	1	283	301	581	1.0	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	WP_162303191.1	822	0.0	2	730	28	760	0.981157469717362	dbCAN-sub
PL15_e0	PL15_2:45	4.2.2.7:2|4.2.2.8:2	-	153	WP_164927915.1	873	2.8495566508227677e-93	1	153	538	690	1.0	dbCAN-sub
GT14_e14	GT14:14		-	253	WP_170848638.1	301	2.13604394007994e-109	1	253	14	269	1.0	dbCAN-sub
GH18_e214	GH18:13		-	114	WP_172461648.1	385	8.089810881923225e-73	1	114	176	289	1.0	dbCAN-sub
GH43_e22	GH43_29:182|GH43_19:31|GH43_34:4|GH51:3|GH43_31:1|GH43:1|GH43_33:1	3.2.1.-:2|3.2.1.55:1	arabinan;xylan	276	WP_172461659.1	314	1.3268562473741191e-143	1	276	26	304	1.0	dbCAN-sub
CBM32_e147	CBM32:24		host glycan	125	WP_224200474.1	323	4.668837516265956e-37	1	125	188	317	1.0	dbCAN-sub
GT32_e179	GT32:9		-	78	WP_224200502.1	313	1.248743366731102e-41	1	77	86	162	0.9871794871794872	dbCAN-sub
GH110_e10	GH110:9	3.2.1.22:2	-	537	WP_224200529.1	575	0.0	2	537	30	567	0.9981378026070764	dbCAN-sub
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectin	184	WP_224200600.1	500	1.1275314047447119e-67	1	184	69	272	1.0	dbCAN-sub
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	WP_224200667.1	310	2.948169172801864e-143	2	288	12	294	0.9965277777777778	dbCAN-sub
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	-	401	WP_224200668.1	472	2.081187884279155e-219	2	401	58	458	0.9975062344139652	dbCAN-sub
GH35_e44	GH35:96		-	181	WP_225011823.1	535	6.8664591669266695e-22	2	164	50	227	0.9005524861878453	dbCAN-sub
GH16_e59	GH16_3:12|GH16:5	3.2.1.-:1	host glycan	227	WP_225011825.1	373	3.9168488922095673e-125	1	227	140	369	1.0	dbCAN-sub
PL27_e0	PL27:44	4.2.2.-:3	-	607	WP_225011857.1	503	2.7034906779236347e-236	118	606	1	496	0.8056013179571664	dbCAN-sub
GT2			-	224	WP_225011882.1	326	2.7331432968001893e-42	1	197	10	203	0.8794642857142857	dbCAN-sub
GH43_e43	GH43_10:34|CBM13:6		-	269	WP_234135610.1	470	9.764141996033535e-137	17	269	2	253	0.9405204460966544	dbCAN-sub
CBM91_e38	CBM91:42|GH43_10:42|CBM13:6		xylan	187	WP_234135610.1	470	5.699557504353868e-91	1	186	284	469	0.9946524064171124	dbCAN-sub
GH51_e3	GH51:22		-	442	WP_306465282.1	665	2.759203456190463e-281	1	442	224	665	1.0	dbCAN-sub
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	xylan	267	WP_307836712.1	302	1.2158042936534131e-144	1	267	29	295	1.0	dbCAN-sub
GH2_e98	GH2:93|CBM32:77		-	676	WP_370448175.1	971	0.0	1	675	26	704	0.9985207100591716	dbCAN-sub
CBM32_e133	CBM32:79|GH2:75|GH20:1		host glycan	112	WP_370448175.1	971	2.244109662349525e-43	2	111	719	828	0.9821428571428572	dbCAN-sub
GH106_e44	GH106:112|GH137:2|GH29:1	3.2.1.40:1	pectin	763	WP_370448176.1	1094	0.0	3	761	354	1087	0.9947575360419396	dbCAN-sub
CE20_e26	CE20:7|CE6:6		-	233	WP_370448178.1	268	2.4453185413922072e-52	3	230	33	260	0.9785407725321889	dbCAN-sub
CBM51_e35	CBM51:42|GH27:41|CBM40:1|GH33:1		host glycan	134	WP_370448180.1	653	8.272805792229171e-51	1	134	22	155	1.0	dbCAN-sub
GH27_e45	GH27:85|CBM51:39		-	251	WP_370448180.1	653	4.2058473818728436e-105	1	250	367	629	0.99601593625498	dbCAN-sub
