PULID,PMID,verification_final,genomic_accession_number,nucleotide_position_range,substrate_final,gene_locus_tags_or_modular,old_other_gene_locus_tags_or_modules,organism_name,ncbi_species_tax_id,degradation_biosynthesis,cazy_diamond_eval,dbcan_hmmer_eval,hotpep_hits,tp_eval,num_cgcs,cazymes_predicted_dbCAN2,num_cazymes,num_genes,cazymes_predicted_dbcan,
PUL0207,25605731,enzyme activity assay,NC_004368.1,1951803-1958763,N-glycan,GBS_RS09825-GBS_RS09855,,Streptococcus agalactiae,1311,degradation,default,default,default,default,1,yes,2,7,"PL12|PL12_1,GH88",
PUL0208,31213521,growth assay,AH007017.2,89-8199,chitin,chiABC,,Pseudoalteromonas luteoviolacea,43657,degradation,default,default,default,default,0,yes,3,3,"CBM5|GH18,CBM5|AA10,CBM5|GH18",
PUL0209,17644603,"enzyme activity assay,gene deletion mutant and growth assay",CP002038.1,3416624-3428226,galactan,ganR-ganK,,Dickeya dadantii,204038,degradation,default,default,default,default,1,yes,2,9,"GH42,GH53",
PUL0210,25605731,enzyme activity assay,NC_008261.1 ,473690-487358,N-glycan,CPF_RS01980-CPF_RS02040,CPF0394-CPF0406,Clostridium perfringens,1502,degradation,default,default,default,default,1,yes,3,13,"PL8,GH88,PL12_1",
PUL0211,25586188+25205095,"enzyme activity assay,gene deletion mutant and growth assay,thin layer chromatography",AE008922.1,3414366-3434455,N-glycan,XCC2887-XCC2895,,Xanthomonas campestris pv. campestris,340,degradation,default,default,default,default,1,yes,6,9,"GH29,GH18,GH20,GH2,GH3,GH125,GH92,GH35",
PUL0212,25483279,qRT-PCR,NC_008618.1,2006567-2020309,galactooligosaccharide,BAD_RS08320- BAD_RS08355,BAD_1581-BAD_1588,Bifidobacterium adolescentis,1680,degradation,default,default,default,default,1,yes,1,8,GH2,
PUL0213,25483279,qRT-PCR,NC_008618.1,2044437-2051250,galactooligosaccharide,BAD_RS08450-BAD_RS08465,BAD_1604-BAD_1607,Bifidobacterium adolescentis,1680,degradation,default,default,default,default,1,yes,1,4,GH2,
PUL0214,25483279,qRT-PCR,NC_008618.1,1763016-1778475,galactooligosaccharide,BAD_RS07390-BAD_RS07430,BAD_1400-BAD_1408,Bifidobacterium adolescentis,1680,degradation,default,default,default,default,1,yes,2,9,"GH42,GH35",
PUL0215,25171165,"qPCR,enzyme activity assay",NC_010995.1,3175359-3185628,xyloglucan,CJA_RS13075-CJA_RS13090,CJA_2706-CJA_2710,Cellvibrio japonicus,155077,degradation,default,default,default,default,1,yes,3,4,"GH31,GH35,GH95",
PUL0216,24816607,"Western Blot,enzyme activity assay,RT-PCR,microarray",AB011415.1,1-14738,alginate,aly-algOSM1M2Q1Q2,,Sphingomonas sp.,28214,degradation,default,default,default,default,1,yes,1,10,"PL7|PL5,PL15_1",
PUL0217,25342756,RNA-Seq,NZ_KE386494.1,1052130-1059390,"galactomannan,glucomannan,glucose,mannose",CALPO_RS0106040-CALPO_RS0106070,,Caldanaerobius polysaccharolyticus,44256,degradation,default,default,default,default,1,yes,2,7,"GH130,GH5_36",
PUL0218,25304507,enzyme activity assay,HF548278.1,1-41173,"arabinose,arabinan",BN138_163-BN138_186,,termite gut metagenome,433724,degradation,default,default,default,default,1,yes,5,24,"GH51,GH97|GH146,GH43_4|GH43,GH43_4,GH51|GH43_29",
PUL0219,17644636,"sugar utilization assay,enzyme activity assay",DQ396803.1,1-10449,"fructooligosaccharide,fructan",fosABCDXE,,Lactobacillus paracasei,1597,degradation,default,default,default,default,1,yes,1,7,GH32,
PUL0220,25478683,"mass spectrometry,target decoy database analysis",JPDI01000001.1,2291648-2313366,laminarin,PHEL49_2075-PHEL49_2085,,Polaribacter sp. Hel1_33_49,1336803,degradation,default,default,default,default,1,yes,5,11,"GH30|GH30_1,GH17,GH3,GH149,GH16",
PUL0221,24223817,fosmid library screen,KC246798.1,14700-34417,cellulose,AHF24576.1-AHF24585.1,,uncultured bacterium Contig1529,1393449,degradation,default,default,default,default,1,yes,5,10,"GH35,GH105,GH3,GH5_4",
PUL0222,24223817,fosmid library screen,KC246824.1,16752-27980,cellulose,AHF25220.1-AHF25226.1,,uncultured bacterium Contig196,1393527,degradation,default,default,default,default,1,yes,3,7,"GH5|GH5_7,GH5_4,GH26",
PUL0223,23943617,"enzyme specificity assay,enzyme activity assay",AE015928.1,1300094-1315194,N-glycan,BT_1032-BT_1040,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,9,"GH92,GH130,GH163",
PUL0224,23418511,"RT-PCR,qRT-PCR",NC_011898.1,1502003-1537237,cellulose,CCEL_RS06150-CCEL_RS06225,,Ruminiclostridium cellulolyticum,1521,degradation,default,default,default,default,1,yes,14,16,"GH43_16|GH43|CBM6,GH10|CBM6,GH43|GH43_29|CBM6,CBM6|CE1,GH43_10|CBM6,GH62|CBM6,GH43|GH43_29|CBM6,GH146|CBM22,GH27|CBM6,GH59|CBM6,GH2|CBM6,GH62|CBM6|CE6,CBM32|GH95|CBM6,GH30_8|CBM6",
PUL0225,23150581,RT-PCR,NZ_DS990130.1,72558-132837,porphyran,BACPLE_RS08560-BACPLE_RS08735,BACPLE_01667-BACPLE_01706,Bacteroides plebeius,310297,degradation,default,default,default,default,1,yes,12,36,"GH16,GH117,GH2,GH2,GH50,GH154|GH105,GH16,GH86,GH86,GH29,GH16,GH2",
PUL0226,23089617,Western Blot,U22511.1,32-15282,xanthan,gumA-M,,Xanthomonas campestris,339,biosynthesis,default,default,default,default,1,yes,4,13,"GT4,GT94,GT70,GT26",
PUL0227,22918832,"enzyme activity assay,substrate binding assay",JX087428.1,0-18201,xylan,AFM44648.1-AFM44659.1,,Caldanaerobius polysaccharolyticus,44256,degradation,default,default,default,default,1,yes,1,12,"GH67,GH3",
PUL0228,22686399+21339299,"qRT-PCR,enzyme activity assay,high performance anion exchange chromatography",AE015928.1,432012-455321,arabinan,BT_0360-BT_0369,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,10,"GH43|GH43_4,GH43_4,GH51,GH43_29",
PUL0229,17921311,RT-PCR ,EU024644.1,606-12564,aldouronate,yesN-yesM-lplA-lplB-ytcP-arguA-xynA2-xynB,,Paenibacillus sp. JDR-2,324057,degradation,default,default,default,default,1,yes,3,8,"GH67,CBM22|GH10,GH43_12|GH43",
PUL0230,22685275+32444471,"RT-PCR,enzyme activity assay,clone,enzyme kinetic analysis,thin layer chromatography,crystallization",CP000033.3,1872452-1887508,maltooligosaccharide,LBA1864-LBA1874,,Lactobacillus acidophilus,1579,degradation,default,default,default,default,1,yes,4,12,"GH65,CBM34|GH13|GH13_20",
PUL0231,22502871,"enzyme activity assay,cosmid library screening",AY870655.1,355-2710,beta-glucoside,bglYK,,Pectobacterium carotovorum subsp. carotovorum,555,degradation,default,default,default,default,0,yes,1,2,GH1,
PUL0232,24705323,"microarray,electrophoretic mobility shift assay",CP000303.1,2337397-2344915,raffinose,bbr_1865-bbr_1870,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,1,6,GH36,
PUL0233,24705323,"microarray,electrophoretic mobility shift assay",CP000303.1,2325349-2332210,melezitose,bbr_1856-bbr_1860,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,2,5,GH36,
PUL0234,24522261,"proteome fractionation,mass spectrometry,target decoy database analysis",CU207366.1,3621545-3636631,laminarin,GFO_3462-GFO_3468,,Gramella forsetii,411153,degradation,default,default,default,default,1,yes,3,7,"GH16,GH3,GH16",
PUL0235,24522261,"proteome fractionation,mass spectrometry,target decoy database analysis",CU207366.1,1204786-1228271,alginate,GFO_1145-GFO_1164,,Gramella forsetii,411153,degradation,default,default,default,default,1,yes,7,20,"PL7|PL7_5,PL6_1|PL6,PL7|PL7_5,PL17|PL17_2,PL7,PL7",
PUL0236,24522261,"proteome fractionation,mass spectrometry,target decoy database analysis",CU207366.1,2258233-2278112,alpha-glucan,GFO_2129-GFO_2141,,Gramella forsetii,411153,degradation,default,default,default,default,1,yes,4,13,"GH13,GH13|GH13_36,GH65,GH13_7",
PUL0237,24493568,gene deletion mutant and growth assay,JX112360,50-15402,exopolysaccharide,AFP55600.1-AFP55610.1,,Pseudomonas alkylphenolica,237609,biosynthesis,default,default,default,default,1,yes,2,12,PL5,
PUL0238,18177310,Northern Blot,NC_000964.3,626622-633862,glucomannan,gmuBACDREFG,,Bacillus subtilis,1423,degradation,default,default,default,default,1,yes,1,8,GH26,
PUL0239,24448980,"fosmid library screen,sequence homology analysis",JX424618,10820-37418,cellulose,AGH13958.1-AGH13973.1,,Prevotella sp. Sc00026,1231727,degradation,default,default,default,default,1,yes,10,18,"GH26|GH5_4,GH5_7,GH130,GH26,CE7,GH36,GH3",
PUL0240,24448980,"fosmid library screen,sequence homology analysis",JX424621,4621-24098,cellulose,AGH14016.1-AGH14025.1,,Prevotella sp. Sc00028,1231728,degradation,default,default,default,default,1,yes,5,11,"GH31,GH9,GH26",
PUL0241,24448980,"fosmid library screen,sequence homology analysis",JX424622,7409-20096,cellulose,AGH14043.1-AGH14049.1,,Prevotella sp. Sc00033,1231729,degradation,default,default,default,default,1,yes,3,7,"GH5|GH5_4,GH36",
PUL0242,24448980,"fosmid library screen,sequence homology analysis",JX424627,4542-17611,cellulose,AGH14097.1-AGH14104.1,,Prevotella sp. Sc00044,1231730,degradation,default,default,default,default,1,yes,3,9,"GH31,CBM72|GH5_4,GH26",
PUL0243,24448980,"fosmid library screen,sequence homology analysis",JX424628,13465-32307,cellulose,AGH14126.1-AGH14137.1,,Prevotella sp. Sc00066,1231731,degradation,default,default,default,default,1,yes,4,12,"GH5_38,GH94,GH36",
PUL0244,24351045,"gene deletion mutant and growth assay,complementation study,substrate binding assay",JUET01000139.1,87387-102782,sialic acid,TAnf_13685-Tanf_13725,,Tannerella forsythia,28112,degradation,default,default,default,default,1,yes,2,9,"GH20,GH33",
PUL0245,24333485,"enzyme activity assay,gene deletion mutant and growth assay,Western Blot",AE005672.3,2072292-2085657,fucose,SP_2158-SP_2168,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,2,11,"GH98|CBM47,GH95",
PUL0246,24333485,"enzyme activity assay,gene deletion mutant and growth assay,Western Blot",AAZZ01000003.1,96120-112614,fucose,CGSSp3BS71_10393-CGSSp3BS71_10443,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,4,11,"GH98|CBM51,GH36,GH36,GH29",
PUL0247,24102883+16484211,"primer extension analysis,gene deletion mutant and growth assay",DQ360502.1,833-22043,capsule polysaccharide,AAL09161.2-ABD38633.1,,Vibrio vulnificus,672,degradation,default,default,default,default,1,yes,4,18,"GT4,GT4",
PUL0248,24102883,sequence homology analysis,AE016795.3,775591-796807,capsule polysaccharide,VV1_0774-VV1_0786,,Vibrio vulnificus,672,degradation,default,default,default,default,1,yes,1,19,PL12_3|PL0,
PUL0249,17449691,microarray,NC_000964.3,761662-776790,rhamnogalacturonan,BSU06970-BSU07080,,Bacillus subtilis,1423,degradation,default,default,default,default,1,yes,6,12,"GH105,CE12,PL11_1|CE12|PL11,PL11_1|PL11,CE12,GH42",
PUL0250,24102883,sequence homology analysis,BA000037.2,343944-377650,capsule polysaccharide,VV_0337-VV0366,,Vibrio vulnificus,672,degradation,default,default,default,default,1,yes,1,30,"GT4,GT4,PL12|PL0,GT4",
PUL0251,23996813,gene chips,AE015928.1,5656890-5668765,host glycan,BT_4294-BT_4300,,Bacteroides thetaiotaomicron,818,degradation,1E-10,0.1,2,default,1,yes,1,7,CBM32,
PUL0252,23996813,gene chips,AE015928.1,5419109-5433257,"mucin,O-glycan",BT_4132-BT_4137,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,6,"CBM32,GH29",
PUL0253,23996813,gene chips,AE015928.1,34087-66571,capsule polysaccharide,BT_0037-BT_0068,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,13,32,"GT2,GT2,GT101|GT0,GT2,GT2,GT4,GT4,GH27",
PUL0254,23996813,gene chips,AE015928.1,462368-490843,capsule polysaccharide,BT_0375-BT_0402,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,28,"GT4,GT4",
PUL0255,23996813,gene chips,AE015928.1,577559-595424,capsule polysaccharide,BT_0467-BT_0482,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,16,GT2,
PUL0256,23996813,gene chips,AE015928.1,734869-758273,capsule polysaccharide,BT_0595-BT_0613,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,19,"GT4,GT4|GT94",
PUL0257,23996813,gene chips,AE015928.1,1665404-1680617,capsule polysaccharide,BT_1340-BT_1354,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,0,yes,5,15,"GT4,GT2,GT4,GT2",
PUL0258,23996813,gene chips,AE015928.1,2033844-2043461,capsule polysaccharide,BT_1643-BT_1652,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,10,"GT2,GT2,GT2,GT25",
PUL0259,18390676,comparative genomics,NC_007614.1,254443-284481,exopolysaccharide,Nmul_A0238-Nmul_A0262,,Nitrosospira multiformis,1231,biosynthesis,default,default,default,default,1,yes,2,24,"GT4,PL15,GT4",
PUL0260,23996813,gene chips,AE015928.1,2108693-2124231,capsule polysaccharide,BT_1712-BT_1725,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,0,yes,1,14,GT4,
PUL0261,23996813,gene chips,AE015928.1,3580840-3598939,capsule polysaccharide,BT_2862-BT_2878,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,10,17,"GT4,GT0|GT4,GT4,GT2,GT14,GT14,GT32,GT8,GT2,GT2",
PUL0262,23976882,RNA-Seq,CP012801.1,5567610-5593852,"xylan,arabinoxylan",BcellWH2_04296-BcellWH2_04307,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,6,12,"GH10|CBM4,GH10,GH5_21|GH5,CE1|CE0,CE6|GH95,GH8",
PUL0263,23976882+30674645,RNA-Seq,CP012801.1,5620956-5634301,"xylan,arabinoxylan",BcellWH2_04323-BcellWH2_04327,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,1,5,GH10|CBM4|CBM22,
PUL0264,31886414,RNA-Seq,NZ_SEUH01000010.1,54056-99413,carrageenan,EU511_RS08670-EU511_RS08810,EU511_08670-EU511_08810,Pseudoalteromonas distincta,77608,degradation,default,default,default,default,1,yes,5,29,"GH16,GH16",
PUL0265,7730272,"enzyme activity assay,gene deletion mutant and growth assay",X78853.1,438-3103,"maltose,maltotriose",CAA55408.1-CAA55409.1,,Staphylococcus xylosus,1288,degradation,default,default,default,default,0,yes,1,2,GH13_31|GH13,
PUL0266,23320757,enzyme activity assay,NC_012028.1,114293-135268,lactose,HLAC_RS14125-HLAC_RS14200 ,Hlac_2855-Hlac_2872,Halorubrum lacusprofundi,2247,degradation,default,default,default,default,1,yes,2,15,"GH42,GH36",
PUL0267,23879596,RT-qPCR,CP000033.3,665968-680930,glycogen,LBA0679-LBA0688 ,,Lactobacillus acidophilus,1579,biosynthesis,default,default,default,0.0001,1,yes,4,10,"GH13_9|CBM48|GH13,GT5,GT35,GH13_39|CBM34|GH13",
PUL0268,23793634,"Northern Blot,promoter assay",BA000043.1,726823-732934,starch,GK0704-GK0708,,Geobacillus kaustophilus,1462,degradation,default,default,default,default,1,yes,1,5,GH13_1|GH13,
PUL0269,23674154,RT-PCR,NC_017943.1,25887-44810,chitin,HFX_RS15565-HFX_RS15635,HFX_5025-5039,Haloferax mediterranei,2252,degradation,default,default,default,default,1,yes,4,16,"GH3,CBM5,CBM5|GH18,CBM5|GH18",
PUL0270,18390676,comparative genomics,NC_007614.1,2877278-2897903,"exopolysaccharide,lipopolysaccharide",Nmul_A2530-Nmul_A2515,,Nitrosospira multiformis,1231,biosynthesis,default,default,default,default,1,yes,3,15,"GT4,CE0|CE4",
PUL0271,23663691,RT-qPCR,CP001515.1,53714-59731,gentiobiose,balac_0052-balac_0055,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,1,4,"GH30_1,GH42",
PUL0272,23663691,RT-qPCR,CP001515.1,565133-571261,beta-galactooligosaccharide,balac_0475-balac_0477,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,1,3,GH2,
PUL0273,23663691,RT-qPCR,CP001515.1,574340-581311,beta-galactooligosaccharide,balac_0483-balac_0487,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,1,5,GH42,
PUL0274,23663691,RT-qPCR,CP001515.1,604574-622423,"xylobiose,xylooligosaccharide",balac_0511-balac_0522,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,4,12,"GH43|GH43_12,GH43_11|GH43,GH43_10",
PUL0275,23663691,RT-qPCR,CP001515.1,1845783-1858407,maltotriose,balac_1566-balac_1573,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,1,8,GH77,
PUL0276,23663691,RT-qPCR,CP001515.1,1884284-1897997,"isomaltose,panose,raffinose,stachyose,melibiose",balac_1593-balac_1601,,Bifidobacterium animalis subsp. lactis,302911,degradation,default,default,default,default,1,yes,2,9,"GH36,GH36",
PUL0277,23264576,"gene deletion mutant and growth assay,qRT-PCR",AE005672.3,1624067-1629762,fructooligosaccharide,SP_1721-SP_1725,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,1,5,GH32,
PUL0278,23264576,"gene deletion mutant and growth assay,qRT-PCR",AE005672.3,1710372-1718159,fructooligosaccharide,SP_1795-SP_1800,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,1,6,GH32,
PUL0279,23264576,"gene deletion mutant and growth assay,qRT-PCR",CP000410.2,1598353-1605802,fructooligosaccharide,SPD_1582-SPD_1587,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,1,6,GH32,
PUL0280,23226442,"microarray,qRT-PCR",CP000407.1,552507-570820,capsule polysaccharide,SSU05_0564-SSU05_0578,,Streptococcus suis,1307,biosynthesis,default,default,default,default,1,yes,5,15,"GT4,GT4,GT2,GT2,GT2",
PUL0281,18390676,comparative genomics,NC_007614.1,286146-315273,"exopolysaccharide,lipopolysaccharide,capsule polysaccharide",Nmul_A0264-Nmul_A0292,,Nitrosospira multiformis,1231,biosynthesis,default,default,default,default,1,yes,3,28,"GT2,GT4,GT4",
PUL0282,23216604,enzyme activity assay,JF327803.1,80-11724,galactan,AEH26451.1-AEH26457.1,,Geobacillus stearothermophilus,1422,degradation,default,default,default,default,1,yes,2,7,GH42,
PUL0283,23199239,"microarray,high performance anion exchange chromatography,liquid chromatography and mass spectrometry",CP000303.1,555379-565250,galactooligosaccharide,bbr_0417-bbr_0422,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,1,6,"GH42,GH53|CBM61",
PUL0284,23199239,"microarray,high performance anion exchange chromatography,liquid chromatography and mass spectrometry",CP000303.1,1928568-1934764,galactooligosaccharide,bbr_1551-bbr_1553,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,1,3,GH2,
PUL0285,23199239,"microarray,high performance anion exchange chromatography,liquid chromatography and mass spectrometry",CP000303.1,707814-714874,galactooligosaccharide,bbr_0526-bbr_0530,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,1,6,GH42,
PUL0286,23163869,"NMR,mass spectrometry,sugar utilization assay",HM583640.1,2273-19017,O-antigen,AEB61510.1-AEB61525.1,,Providencia alcalifaciens,126385,biosynthesis,default,default,default,default,1,yes,4,16,"GT2,GT4,GT2",
PUL0287,23082033,RT-PCR,CP000410.2,424599-432882,unknown polysaccharide,SPD_0423-SPD_0428,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,1,6,GH1,
PUL0288,22975275,"acid hydrolysis,NMR,mass spectrometry,sugar utilization assay",X77617.1,226-7140,"capsule polysaccharide,heparosan",kfiABCD,,Escherichia coli,562,biosynthesis,default,default,default,default,0,yes,1,5,GT2,
PUL0289,29588659,enzyme activity assay,CP000685.1,4598617-4627427,xylan,Fjoh_3871-Fjoh_3882,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,7,12,"GH97,GH3,CBM22|GH43_10|GH43,GH146,GH115,CE0|CE6|CE1,GH43_12",
PUL0290,29524727,"NMR,mass spectrometry,sugar utilization assay",MWTO01000004.1,48471-60952,O-antigen,B4916_03530-B4916_03600,,Yersinia intermedia,631,degradation,default,default,default,0.0001,1,yes,4,12,"GT4,GT4",
PUL0291,29453395,"electrophoretic mobility shift assay,qPCR",CP014225.1,2260803-2272654,lactose,ompL- yihO- yihP- yihQ- yihR- yihS- yihT- yihU- yihV- yihW+,,Escherichia coli,562,degradation,default,default,default,default,1,yes,1,10,GH31,
PUL0292,18671744,enzyme activity assay,EU599185.1,495-16938 ,chitin,ACF93782.1-ACF93795.1,,Collimonas fungivorans,158899,degradation,default,default,default,default,1,yes,3,14,"GH0|GH16,GH3",
PUL0294,29310579,gene trait matching exercise,PJEE01000011.1,293988-308944,xylooligosaccharide,APC1464_1419-APC1464_1430,,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,2,12,"GH120,GH43|GH43_12,GH43_11|GH43",
PUL0295,29310579,gene trait matching exercise,NZ_PJEF01000016.1,18122-45020,arabinan,APC1462_RS10100-APC1462_RS10145,APC1462_1894-APC1462_1901,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,5,9,"GH43_22|GH43_34|GH43,GH43_22|GH43_26|GH43,GH43_27|GH43,GH43_22|GH43,GH43_22",
PUL0296,29310579,gene trait matching exercise,PJDT01000028.1,157706-165136,arabinan,APC1503_1956-APC1503_1959,,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,1,4,GH43|GH43_22,
PUL0297,29310579,gene trait matching exercise,NZ_PJEG01000006.1,13106-25205,galactan,APC1461_RS02130-APC1461_RS0270 ,APC1461_0390-APC1461_0397,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,2,9,"GH42,GH53|CBM61",
PUL0298,29310579,gene trait matching exercise,NZ_PJEE01000001.1,419370-431274,galactan,APC1464_RS01880-APC1464_RS01930,APC1464_0329-APC1464_0337,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,2,10,GH42,
PUL0299,29310579,gene trait matching exercise,NZ_PJDX01000003.1,147509-164237,fucosyllactose,APC1477_RS01575-APC1477_RS01635,APC1477_0283-APC1477_0295,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,2,13,"GH29,GH95",
PUL0300,29310579,gene trait matching exercise,NZ_PJDO01000018.1,15593-34141,arabinoxylan,DPC6321_RS09575-DPC6321_RS09635,DPC6321_1809-DPC6321_1820,Bifidobacterium longum,216816,degradation,default,default,default,default,1,yes,5,14,"GH43_26|GH43,GH43_27|GH43,GH43_4,GH43_4,GH51",
PUL0301,29309918,"sugar utilization assay,NMR",KY574599.1,1-11426,O-antigen,ARO73540.1-ARO73549.1,,Escherichia coli,562,biosynthesis,default,default,default,default,0,yes,3,10,"GT32,GT2,GT2",
PUL0302,29255254,"RT-qPCR,isothermal titration calorimetry,enzyme activity assay,gene deletion mutant and growth assay",AE015928.1 ,417722-455321,arabinan,BT_0348-BT_0369,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,6,22,"GH51,GH146,GH43_4|GH43,GH43_4,GH51,GH43_29",
PUL0303,18671744,enzyme activity assay,EU599184.1,199-9399,chitin,ACF93773.1-ACF93781.1,,Collimonas fungivorans,158899,degradation,default,default,default,default,1,yes,1,9,CE9,
PUL0304,29255254,"RT-qPCR,isothermal titration calorimetry,enzyme activity assay,gene deletion mutant and growth assay",AE015928.1 ,6116237-6129985,galactan,BT_4667-BT_4673,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,7,"GH2,GH53",
PUL0305,29255254,"RT-qPCR,isothermal titration calorimetry,enzyme activity assay,gene deletion mutant and growth assay",AE015928.1 ,5371714-5408988,homogalacturonan,BT_4108-BT_4124; (GH105+ CE8+ CE8+ HTCS+ SGBP- SusD-like- SusC-like- PL1- PL1- HP+ HP+ PL1+ HP+ SusC-ilke+ SusD-like+ GH28+ HTCS-),,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,7,17,"GH105,CE8,CE4|CE8|CE12,PL1_2|PL1|CE8,PL1_2|PL1|CE8,PL1_2,GH28",
PUL0306,29255254,"RT-qPCR,isothermal titration calorimetry,enzyme activity assay,gene deletion mutant and growth assay",NZ_DS264584.1,990972-1007441,galactan,BACOVA_05487-BACOVA_05495; (-GH2- GH52- SGBP- SusD-like- SusC-like- HP- GH-HTCS-),,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,3,7,"GH2,GH53,GH147",
PUL0307,29229757+8757722,enzyme activity assay,NZ_HG326223.1,3032487-3037022,chitin,SMDB11_RS14210-SMDB11_RS14230; ,,Serratia marcescens subsp. marcescens,615,degradation,default,default,default,default,1,yes,2,6,"CBM5|GH18,AA10",
PUL0308,29020628+22205877+32801182,"microarray,enzyme activity assay,high performance anion exchange chromatography,mass spectrometry,RNA-seq",NZ_DS264579,178929-188331,beta-glucan,BACOVA_RS11930-BACOVA_RS11950,BACOVA_02741-BACOVA_02745,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,3,5,"GH16,GH3",
PUL0309,28710263,"enzyme activity assay,substrate binding assay,isothermal titration calorimetry",NZ_KE386494.1,723442-739979,arabinan,CALPO_RS0104485-CALPO_RS0104540,,Caldanaerobius polysaccharolyticus,44256,degradation,default,default,default,default,1,yes,6,12,"GH43_4|GH43,GH127,GH51,GH27,GH51,GH146",
PUL0310,28983288,microarray,FP476056.1,250450-262690,laminarin,ZOBELLIA_209-ZOBELLIA_214,,Zobellia galactanivorans,63186,degradation,default,default,default,default,1,yes,1,6,CBM4,
PUL0311,31455320,enzyme activity assay,HG738867.1,3086037-3095373,cellulose,bcsABZC,,Escherichia coli,562,degradation,default,default,default,default,1,yes,2,4,"GT2,GH8",
PUL0312,19139238,RT-PCR,L41732.5,1072-4481,sucrose,lsdAB,,Gluconacetobacter diazotrophicus,33996,degradation,default,default,default,default,0,yes,2,2,"GH68,GH32",
PUL0313,28983288+32585009,"microarray,Northern Blot,RT-qPCR,electrophoretic mobility shift assay,clone and expression,gene deletion mutant and growth assay",FP476056.1,4847515-4853424,alginate,ZOBELLIA_4130-ZOBELLIA_4132,,Zobellia galactanivorans,63186,degradation,default,default,default,default,0,yes,3,3,"PL6|PL6_1,PL7_5|PL7,PL6|PL6_1",
PUL0314,28983288,microarray,FP476056.1,3469548-3478173,"laminarin,alginate",ZOBELLIA_2987-ZOBELLIA_2991,,Zobellia galactanivorans,63186,degradation,default,default,default,default,0,yes,2,5,"GT2,GT4",
PUL0315,28983288,microarray,FP476056.1,4128951-4136683,"agar,porphyran",ZOBELLIA_3570-ZOBELLIA_3573,,Zobellia galactanivorans,63186,degradation,default,default,default,default,1,yes,2,4,GH16,
PUL0316,28983288,microarray,FP476056.1,5366976-5388576,"agar,porphyran",ZOBELLIA_4655-ZOBELLIA_4669,,Zobellia galactanivorans,63186,degradation,default,default,default,default,1,yes,2,15,"GH2,GH117",
PUL0317,28983288,microarray,FP476056.1,4920036-4924412,"agar,porphyran",ZOBELLIA_4201-ZOBELLIA_4203,,Zobellia galactanivorans,63186,degradation,default,default,default,default,0,yes,2,3,GH16,
PUL0318,28983288,microarray,FP476056.1,288677-292362,carrageenan,ZOBELLIA_234-ZOBELLIA_236,,Zobellia galactanivorans,63186,degradation,default,default,default,default,0,yes,1,3,CBM16|GH16,
