Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
1.B.14.6.17	1041	PUL0610|ACY47969.1	1147	1.22e-139	30	1041	158	1147	86.3	TC	TC
8.A.46.1.5	545	PUL0610|ACY47970.1	509	1.15e-18	16	537	25	500	93.5	TC	TC
S1_7	1851	PUL0610|ACY47972.1	792	1.79e-174	360	1104	24	777	95.2	SULFATLAS	Sulfatase
S1_7	1851	PUL0610|ACY47973.1	784	1.83e-180	360	1104	16	769	96.2	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0617|NPD82010.1	468	7.29e-123	1	451	7	467	98.5	TC	TC
S1_7	891	PUL0617|NPD82011.1	375	6.93e-87	29	375	39	367	87.7	SULFATLAS	Sulfatase
S1_7	1231	PUL0617|NPD82012.1	323	1.88e-12	768	862	223	320	30.3	SULFATLAS	Sulfatase
S1_7	892	PUL0617|NPD82016.1	716	1.86e-11	131	386	450	706	35.9	SULFATLAS	Sulfatase
1.B.14.6.17	1041	PUL0617|NPD82019.1	950	7.96e-33	119	1010	57	922	91.2	TC	TC
I39.UPW	160	PUL0617|NPD82021.1	1033	1.28e-63	2	160	62	222	15.6	PEPTIDASE	Peptidase
1.B.14.6.17	1041	PUL0619|NPE14436.1	1085	8.959999999999998e-113	31	1035	25	1070	96.4	TC	TC
1.B.14.6.17	1041	PUL0620|NPE14640.1	1122	1.37e-72	3	1041	14	1122	98.8	TC	TC
1.B.14.6.16	1036	PUL0620|NPE14644.1	1080	2.4900000000000006e-58	21	1035	44	1079	95.9	TC	TC
S1_14	677	PUL0622|NPE14934.1	472	1.64e-32	484	671	274	467	41.1	SULFATLAS	Sulfatase
S09.UPW	262	PUL0622|NPE14934.1	472	8.93e-99	1	262	1	261	55.3	PEPTIDASE	Peptidase
1.B.14.6.16	1036	PUL0622|NPE14936.1	1090	8.9e-51	21	1012	54	1059	92.3	TC	TC
S1_27	4331	PUL0622|NPE14939.1	580	1.05e-09	2562	2850	176	494	55.0	SULFATLAS	Sulfatase
1.B.14.6.17	1041	PUL0622|NPE14940.1	1130	3.5900000000000004e-72	14	1041	9	1130	99.3	TC	TC
1.I.3.1.1	2558	PUL0622|NPE14944.1	1505	9.92e-09	1798	2005	1196	1408	14.2	TC	TC
S1_15	1469	PUL0622|NPE14945.1	863	1.9e-82	645	1459	33	851	94.9	SULFATLAS	Sulfatase
S1_16	1303	PUL0622|NPE14948.1	992	1.37e-10	520	844	11	397	39.0	SULFATLAS	Sulfatase
S1_6	1226	PUL0624|NPD91058.1	380	8.72e-46	713	1010	19	374	93.7	SULFATLAS	Sulfatase
1.B.14.6.1	1038	PUL0624|NPD91062.1	1097	8.919999999999999e-68	38	1038	12	1097	99.0	TC	TC
8.A.46.1.4	516	PUL0624|NPD91063.1	574	1.28e-10	2	514	13	563	96.0	TC	TC
1.B.14.6.16	1036	PUL0624|NPD91066.1	1094	4.5099999999999996e-55	23	1035	62	1093	94.3	TC	TC
S1_7	1802	PUL0625|NPD92968.1	698	7.42e-47	1270	1800	25	550	75.4	SULFATLAS	Sulfatase
S1_7	1185	PUL0625|NPD92970.1	456	5.38e-32	564	824	28	320	64.3	SULFATLAS	Sulfatase
S1_39	626	PUL0625|NPD92971.1	621	3.87e-12	70	312	44	268	36.2	SULFATLAS	Sulfatase
S09.UNW	219	PUL0625|NPD92971.1	621	4.05e-76	1	219	397	609	34.3	PEPTIDASE	Peptidase
S1_11	1268	PUL0625|NPD92972.1	818	7.59e-187	17	760	2	751	91.7	SULFATLAS	Sulfatase
0035607	54	PUL0625|NPD92975.1	1292	1.7492748881550057e-10	2	51	1239	1286	0.925925925925926	TF	TF
Reg_prop	24	PUL0625|NPD92975.1	1292	8.076446194704982e-06	3	23	32	52	0.875	STP	STP
Y_Y_Y	66	PUL0625|NPD92975.1	1292	1.1945565822071483e-05	1	48	687	732	0.7272727272727273	STP	STP
HisKA	64	PUL0625|NPD92975.1	1292	1.7976533721274043e-09	3	63	789	853	0.953125	STP	STP
HATPase_c	111	PUL0625|NPD92975.1	1292	4.639022045343568e-22	2	110	901	1012	0.981981981981982	STP	STP
Response_reg	112	PUL0625|NPD92975.1	1292	6.804854887187185e-24	1	111	1042	1152	0.9910714285714286	STP	STP
HTH_18	81	PUL0625|NPD92975.1	1292	2.9175942539786413e-24	3	79	1212	1287	0.9506172839506172	STP	STP
S09.UNW	152	PUL0625|NPD92976.1	413	3.06e-49	1	151	52	205	37.3	PEPTIDASE	Peptidase
1.B.14.6.16	1036	PUL0625|NPD92979.1	1051	2.51e-46	23	1014	23	1022	95.1	TC	TC
8.A.46.1.4	516	PUL0625|NPD92982.1	561	2e-09	14	514	22	551	94.5	TC	TC
1.B.14.6.1	1038	PUL0625|NPD92983.1	1084	5.11e-78	44	1038	18	1084	98.4	TC	TC
1.B.14.6.1	1038	PUL0630|CCO21033.1	1067	7.77e-136	14	1038	1	1067	100.0	TC	TC
S1_8	2156	PUL0630|CCO21038.1	841	4.84e-38	1430	1675	401	642	28.8	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0630|CCO21039.1	472	3.92e-129	3	450	11	467	96.8	TC	TC
S1_7	891	PUL0630|CCO21040.1	376	1.46e-106	21	383	30	365	89.4	SULFATLAS	Sulfatase
S1_7	1231	PUL0630|CCO21041.1	318	5.01e-15	742	862	183	317	42.5	SULFATLAS	Sulfatase
I39.UPW	163	PUL0648|WP_006843627.1	945	3.03e-51	18	163	37	185	15.8	PEPTIDASE	Peptidase
1.B.14.6.17	1041	PUL0648|WP_006843629.1	1047	4.13e-69	5	1007	1	1010	96.5	TC	TC
S1_7	1231	PUL0648|WP_006843631.1	323	7.85e-13	742	865	184	321	42.7	SULFATLAS	Sulfatase
9.B.238.3.2	511	PUL0648|WP_006843634.1	1322	7.89e-19	262	467	801	1006	15.6	TC	TC
HTH_AraC	42	PUL0648|WP_006843634.1	1322	8.229355934263871e-07	6	42	1232	1268	0.8809523809523809	TF	TF
0035607	54	PUL0648|WP_006843634.1	1322	4.6046580000649966e-08	2	52	1269	1317	0.9444444444444444	TF	TF
Y_Y_Y	66	PUL0648|WP_006843634.1	1322	8.109231420265941e-14	1	65	694	756	0.9848484848484848	STP	STP
HisKA	64	PUL0648|WP_006843634.1	1322	8.131413410382297e-13	3	64	802	865	0.96875	STP	STP
HATPase_c	111	PUL0648|WP_006843634.1	1322	1.0329636497275794e-17	3	109	913	1027	0.963963963963964	STP	STP
Response_reg	112	PUL0648|WP_006843634.1	1322	3.815109908345353e-26	1	108	1072	1179	0.9642857142857144	STP	STP
HTH_18	81	PUL0648|WP_006843634.1	1322	9.593854812160734e-23	1	81	1240	1319	1.0	STP	STP
NUDIX	131	PUL0648|WP_006843637.1	233	5.874272444527927e-06	5	125	15	133	0.9236641221374046	STP	STP
S09.UNW	224	PUL0648|WP_006843638.1	383	5.47e-87	1	224	147	369	58.2	PEPTIDASE	Peptidase
S1_7	1185	PUL0648|WP_006843641.1	451	2.17e-35	564	826	29	315	63.6	SULFATLAS	Sulfatase
S1_7	1185	PUL0648|WP_006843642.1	444	3.11e-28	564	831	33	316	64.0	SULFATLAS	Sulfatase
S1_7	1185	PUL0648|WP_006843648.1	318	1.62e-30	547	824	14	315	95.0	SULFATLAS	Sulfatase
S1_7	768	PUL0648|WP_006843649.1	656	5.42e-13	528	660	430	568	21.2	SULFATLAS	Sulfatase
S09.UPW	218	PUL0648|WP_006843649.1	656	2.29e-120	1	218	47	265	33.4	PEPTIDASE	Peptidase
S1_7	1802	PUL0648|WP_006843651.1	515	1.2700000000000002e-56	1281	1797	29	511	93.8	SULFATLAS	Sulfatase
S1_8	2156	PUL0648|WP_006843653.1	643	8.9e-63	1178	1662	29	639	95.0	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0648|WP_006843654.1	470	9.13e-130	8	450	16	467	96.2	TC	TC
S1_7	891	PUL0648|WP_006843655.1	383	6.13e-97	4	383	7	367	94.3	SULFATLAS	Sulfatase
S1_7	1231	PUL0648|WP_006843656.1	324	1.33e-14	742	863	184	319	42.0	SULFATLAS	Sulfatase
9.B.34.1.7	802	PUL0648|WP_006843660.1	1335	1.0799999999999999e-24	302	557	781	1047	20.0	TC	TC
0036286	54	PUL0648|WP_006843660.1	1335	1.354806020298531e-06	5	53	1226	1275	0.9074074074074074	TF	TF
0035607	54	PUL0648|WP_006843660.1	1335	5.76269078928222e-10	2	53	1276	1325	0.9629629629629628	TF	TF
Reg_prop	24	PUL0648|WP_006843660.1	1335	6.234667156526226e-05	2	23	36	57	0.9166666666666666	STP	STP
Reg_prop	24	PUL0648|WP_006843660.1	1335	9.11747160295008e-06	1	23	80	102	0.9583333333333334	STP	STP
Y_Y_Y	66	PUL0648|WP_006843660.1	1335	4.3307593378502445e-11	2	47	701	746	0.696969696969697	STP	STP
HisKA	64	PUL0648|WP_006843660.1	1335	3.282979910534131e-12	1	64	802	867	1.0	STP	STP
HATPase_c	111	PUL0648|WP_006843660.1	1335	9.082709875202245e-18	2	110	914	1034	0.981981981981982	STP	STP
Response_reg	112	PUL0648|WP_006843660.1	1335	6.327915989050018e-26	1	111	1079	1189	0.9910714285714286	STP	STP
HTH_18	81	PUL0648|WP_006843660.1	1335	3.523810032311197e-23	1	78	1247	1323	0.9629629629629628	STP	STP
S1_15	990	PUL0648|WP_006843660.1	1335	1.17e-17	247	479	803	1043	18.1	SULFATLAS	Sulfatase
1.B.14.6.17	1041	PUL0648|WP_006843661.1	1063	7e-108	30	1041	40	1063	96.3	TC	TC
8.A.46.1.6	572	PUL0648|WP_006843662.1	691	9.73e-13	10	364	3	354	50.9	TC	TC
S1_7	892	PUL0648|WP_018075007.1	376	4.04e-94	7	400	4	375	98.9	SULFATLAS	Sulfatase
HTH_AraC	42	PUL0648|WP_026177140.1	1291	3.8463297466861816e-11	1	39	1254	1290	0.9285714285714286	TF	TF
Reg_prop	24	PUL0648|WP_026177140.1	1291	3.655195777868215e-05	1	24	339	362	1.0	STP	STP
Reg_prop	24	PUL0648|WP_026177140.1	1291	1.822976981616944e-05	1	24	430	453	1.0	STP	STP
Y_Y_Y	66	PUL0648|WP_026177140.1	1291	1.4651616602577872e-10	8	65	687	742	0.8787878787878788	STP	STP
HisKA	64	PUL0648|WP_026177140.1	1291	6.3285006661761675e-09	2	62	783	846	0.953125	STP	STP
HATPase_c	111	PUL0648|WP_026177140.1	1291	4.1411912377413756e-17	2	109	895	1004	0.972972972972973	STP	STP
Response_reg	112	PUL0648|WP_026177140.1	1291	1.0644633941515297e-25	1	108	1047	1154	0.9642857142857144	STP	STP
HTH_18	81	PUL0648|WP_026177140.1	1291	5.325859488206315e-19	2	77	1216	1290	0.9382716049382716	STP	STP
1.B.14.6.17	1041	PUL0669|WP_004289592.1	1051	4.66e-68	17	1007	19	1014	94.8	TC	TC
2.A.2.3.4	460	PUL0669|WP_004289614.1	498	1.96e-83	3	431	5	478	95.2	TC	TC
S1_25	964	PUL0669|WP_004294235.1	543	6.85e-34	9	235	16	240	41.4	SULFATLAS	Sulfatase
S1_7	1231	PUL0669|WP_004294236.1	323	1.7299999999999999e-28	611	863	13	321	95.7	SULFATLAS	Sulfatase
9.B.34.1.7	802	PUL0669|WP_004294238.1	1365	1.8100000000000002e-29	321	668	830	1207	27.7	TC	TC
0036286	54	PUL0669|WP_004294238.1	1365	4.046447991740504e-05	3	51	1253	1302	0.9074074074074074	TF	TF
HTH_AraC	42	PUL0669|WP_004294238.1	1365	2.38822201182552e-09	6	41	1317	1353	0.8571428571428571	TF	TF
Reg_prop	24	PUL0669|WP_004294238.1	1365	1.4094427680436202e-05	1	23	580	602	0.9583333333333334	STP	STP
Y_Y_Y	66	PUL0669|WP_004294238.1	1365	7.020173514376904e-10	2	65	719	778	0.9696969696969696	STP	STP
HisKA	64	PUL0669|WP_004294238.1	1365	3.261290812308021e-13	2	64	830	894	0.984375	STP	STP
HATPase_c	111	PUL0669|WP_004294238.1	1365	7.8663293201376005e-25	2	110	941	1062	0.981981981981982	STP	STP
Response_reg	112	PUL0669|WP_004294238.1	1365	5.0793739491982976e-26	1	109	1108	1216	0.9732142857142856	STP	STP
HTH_18	81	PUL0669|WP_004294238.1	1365	3.111885130937597e-21	2	80	1277	1354	0.9753086419753086	STP	STP
S09.UPW	263	PUL0669|WP_004294240.1	813	5.35e-23	1	244	136	357	27.3	PEPTIDASE	Peptidase
0036286	54	PUL0669|WP_004294242.1	1035	5.602601272585196e-05	4	53	931	981	0.925925925925926	TF	TF
HTH_AraC	42	PUL0669|WP_004294242.1	1035	6.791514888159872e-11	6	42	993	1030	0.8809523809523809	TF	TF
Y_Y_Y	66	PUL0669|WP_004294242.1	1035	3.0983038748846964e-19	1	66	703	770	1.0	STP	STP
HisKA	64	PUL0669|WP_004294242.1	1035	1.941762914457837e-05	1	55	817	873	0.859375	STP	STP
HTH_18	81	PUL0669|WP_004294242.1	1035	6.029153711008256e-19	1	80	953	1030	0.9876543209876544	STP	STP
8.A.46.3.4	674	PUL0669|WP_004294248.1	647	1.32e-12	6	564	7	573	87.6	TC	TC
I39.UPW	163	PUL0669|WP_029429356.1	954	6.2299999999999996e-46	22	163	41	185	15.2	PEPTIDASE	Peptidase
S09.UNW	224	PUL0669|WP_029429358.1	382	7.799999999999998e-134	1	224	147	370	58.6	PEPTIDASE	Peptidase
4.C.3.1.11	308	PUL0669|WP_050793236.1	813	9.11e-17	61	305	524	784	32.1	TC	TC
S1_8	1040	PUL0669|WP_050793236.1	813	4.4699999999999995e-40	516	1010	29	493	57.2	SULFATLAS	Sulfatase
S09.UPW	242	PUL0669|WP_050793236.1	813	8.86e-76	1	242	539	775	29.2	PEPTIDASE	Peptidase
S1_11	1268	PUL0669|WP_232286955.1	716	1.36e-175	134	755	13	642	88.0	SULFATLAS	Sulfatase
S1_7	1284	PUL0669|WP_232286957.1	370	1.66e-18	486	569	285	366	22.2	SULFATLAS	Sulfatase
SBP_bac_1	315	PUL0694|WP_013431280.1	595	4.291003018287611e-77	2	313	53	354	0.9904761904761904	STP	STP
3.A.1.1.57	308	PUL0694|WP_013431286.1	297	3.1000000000000003e-30	22	306	8	297	97.6	TC	TC
3.A.1.1.11	296	PUL0694|WP_015906804.1	306	3.01e-24	3	224	20	256	77.5	TC	TC
3.A.1.1.20	285	PUL0694|WP_015906805.1	339	1.0600000000000001e-21	27	281	51	336	84.4	TC	TC
S1_7	1185	PUL0694|WP_015906806.1	1338	2.22e-19	564	829	887	1205	23.8	SULFATLAS	Sulfatase
S1_7	892	PUL0694|WP_015906807.1	697	6.010000000000001e-73	24	389	352	672	46.1	SULFATLAS	Sulfatase
S1_7	892	PUL0694|WP_015906809.1	337	2.28e-71	60	389	39	334	87.8	SULFATLAS	Sulfatase
S09.UPW	209	PUL0694|WP_015906810.1	265	7.07e-155	1	209	42	250	78.9	PEPTIDASE	Peptidase
SBP_bac_1	315	PUL0694|WP_041726955.1	954	3.6152775309912656e-29	9	314	565	853	0.9714285714285714	STP	STP
3.A.1.1.39	271	PUL0694|WP_041727298.1	282	3.89e-36	21	270	31	282	89.4	TC	TC
SBP_bac_1	315	PUL0695|WP_015907191.1	435	6.86321200371741e-41	9	313	53	352	0.9682539682539684	STP	STP
3.A.1.1.4	298	PUL0695|WP_015907192.1	296	2.56e-42	19	298	17	295	94.3	TC	TC
3.A.1.1.18	307	PUL0695|WP_015907193.1	275	9.350000000000001e-50	46	307	15	274	94.5	TC	TC
0043935	94	PUL0695|WP_015907194.1	399	1.3921743935161435e-06	7	61	11	66	0.5851063829787234	TF	TF
S1_7	892	PUL0695|WP_015907195.1	689	1.33e-72	15	395	349	686	49.1	SULFATLAS	Sulfatase
3.A.1.1.29	306	PUL0696|WP_013430735.1	299	3.52e-93	15	306	9	298	97.0	TC	TC
3.A.1.1.29	570	PUL0696|WP_015907390.1	556	1.57e-100	47	566	34	552	93.3	TC	TC
3.A.1.1.10	526	PUL0696|WP_015907392.1	558	6.08e-13	55	406	62	414	63.3	TC	TC
3.A.1.1.29	323	PUL0696|WP_015907393.1	312	5.76e-107	25	320	13	309	95.2	TC	TC
HATPase_c	111	PUL0696|WP_015907394.1	610	6.045079865102754e-10	7	110	503	604	0.9369369369369368	STP	STP
2.A.130.1.1	518	PUL0696|WP_015907395.1	509	3.16e-06	10	121	4	119	22.8	TC	TC
0035607	54	PUL0696|WP_015907395.1	509	5.480753437782059e-09	4	52	403	451	0.9074074074074074	TF	TF
HTH_AraC	42	PUL0696|WP_015907395.1	509	5.0706107595248e-08	6	42	465	502	0.8809523809523809	TF	TF
Response_reg	112	PUL0696|WP_015907395.1	509	2.1259247502417847e-29	1	111	4	117	0.9910714285714286	STP	STP
HTH_18	81	PUL0696|WP_015907395.1	509	6.7037201645289984e-21	1	80	424	502	0.9876543209876544	STP	STP
S1_20	1760	PUL0696|WP_041727352.1	810	1.13e-87	27	819	2	797	98.3	SULFATLAS	Sulfatase
S1_8	2156	PUL0697|WP_015909018.1	628	1.1199999999999999e-40	1399	1662	360	625	42.4	SULFATLAS	Sulfatase
S1_7	851	PUL0697|WP_015909020.1	408	4.19e-14	547	843	84	358	67.4	SULFATLAS	Sulfatase
8.A.46.1.3	603	PUL0704|WP_031425579.1	488	1.05e-30	1	433	1	447	91.6	TC	TC
1.B.14.6.17	1041	PUL0704|WP_031425580.1	1007	6.649999999999999e-140	7	1041	2	1007	99.9	TC	TC
0036955	59	PUL0704|WP_031425582.1	353	4.182855465335227e-14	3	58	7	62	0.9491525423728814	TF	TF
Peripla_BP_3	164	PUL0704|WP_031425582.1	353	4.037841777276797e-34	2	164	176	339	0.9939024390243902	STP	STP
1.B.14.6.1	1038	PUL0704|WP_031425589.1	1053	2.32e-131	12	1038	3	1053	99.8	TC	TC
S1_7	1185	PUL0704|WP_031425593.1	371	8.89e-34	562	818	56	365	83.6	SULFATLAS	Sulfatase
S1_7	1217	PUL0704|WP_031425594.1	640	1.49e-66	22	487	18	640	97.3	SULFATLAS	Sulfatase
8.A.46.1.3	603	PUL0704|WP_031425595.1	571	6.800000000000001e-27	22	416	109	484	65.8	TC	TC
S1_7	892	PUL0704|WP_035916775.1	374	1.1e-78	24	393	41	373	89.0	SULFATLAS	Sulfatase
1.B.14.6.17	1041	PUL0704|WP_051907744.1	1023	1.03e-103	8	1020	13	983	94.9	TC	TC
4.C.3.1.10	774	PUL0704|WP_081868360.1	791	5.26e-16	71	401	21	365	43.6	TC	TC
S1_8	776	PUL0704|WP_081868360.1	791	2.26e-28	535	770	482	709	28.8	SULFATLAS	Sulfatase
S09.UNW	237	PUL0704|WP_081868360.1	791	1.3e-20	47	196	198	351	19.5	PEPTIDASE	Peptidase
I39.UPW	163	PUL0705|WP_031425957.1	1017	6.14e-50	23	163	106	246	13.9	PEPTIDASE	Peptidase
S1_7	891	PUL0705|WP_035916828.1	379	1.32e-98	19	382	32	368	88.9	SULFATLAS	Sulfatase
1.B.14.6.16	1036	PUL0705|WP_035916831.1	1064	4.75e-64	21	1036	46	1064	95.8	TC	TC
S1_6	1361	PUL0705|WP_051907767.1	584	2.59e-06	621	817	99	307	35.8	SULFATLAS	Sulfatase
S1_11	1268	PUL0705|WP_051907768.1	834	1.21e-214	34	760	31	766	88.2	SULFATLAS	Sulfatase
S1_7	892	PUL0705|WP_051907770.1	562	2.27e-12	131	386	324	549	40.2	SULFATLAS	Sulfatase
S1_7	1802	PUL0705|WP_081868372.1	922	1.6999999999999996e-38	1283	1795	431	914	52.5	SULFATLAS	Sulfatase
S1_17	820	PUL0705|WP_081868373.1	894	2.28e-15	591	811	25	265	27.0	SULFATLAS	Sulfatase
S09.UPW	218	PUL0705|WP_081868373.1	894	1.77e-119	1	218	303	520	24.4	PEPTIDASE	Peptidase
9.B.34.1.7	802	PUL0705|WP_164076206.1	1359	5.79e-19	310	671	815	1203	28.6	TC	TC
HTH_AraC	42	PUL0705|WP_164076206.1	1359	2.2164014352291687e-05	2	42	1256	1297	0.9761904761904762	TF	TF
0035607	54	PUL0705|WP_164076206.1	1359	6.291344758816837e-09	2	52	1298	1346	0.9444444444444444	TF	TF
Reg_prop	24	PUL0705|WP_164076206.1	1359	6.798146293362443e-06	1	23	576	598	0.9583333333333334	STP	STP
Y_Y_Y	66	PUL0705|WP_164076206.1	1359	6.435075402501924e-06	2	66	715	775	0.9848484848484848	STP	STP
HisKA	64	PUL0705|WP_164076206.1	1359	6.408147224194187e-12	2	64	826	890	0.984375	STP	STP
HATPase_c	111	PUL0705|WP_164076206.1	1359	1.3576874880734868e-18	3	110	938	1055	0.972972972972973	STP	STP
Response_reg	112	PUL0705|WP_164076206.1	1359	4.4578549238248497e-26	1	108	1101	1208	0.9642857142857144	STP	STP
HTH_18	81	PUL0705|WP_164076206.1	1359	2.2053394520212366e-21	2	78	1270	1345	0.9506172839506172	STP	STP
S1_7	1231	PUL0722|WP_203394764.1	345	1.82e-13	768	864	243	342	29.0	SULFATLAS	Sulfatase
2.A.2.3.4	460	PUL0722|WP_203394765.1	472	5.599999999999998e-82	3	420	5	445	93.4	TC	TC
S1_7	891	PUL0722|WP_203394766.1	382	1.66e-87	23	385	37	371	87.7	SULFATLAS	Sulfatase
S1_22	825	PUL0722|WP_203394767.1	350	5.13e-99	476	823	5	348	98.3	SULFATLAS	Sulfatase
DUF24	91	PUL0722|WP_203394770.1	138	1.0906064707041868e-17	1	88	17	105	0.967032967032967	TF	TF
S1_7	891	PUL0722|WP_203394771.1	400	1.14e-86	23	388	45	391	86.8	SULFATLAS	Sulfatase
S1_4	836	PUL0722|WP_203394772.1	314	1.66e-35	574	833	47	309	83.8	SULFATLAS	Sulfatase
S1_62	737	PUL0722|WP_203394777.1	426	2.61e-15	517	681	213	384	40.4	SULFATLAS	Sulfatase
S1_7	2057	PUL0722|WP_203394778.1	338	1.48e-28	128	337	123	338	63.9	SULFATLAS	Sulfatase
S1_7	891	PUL0722|WP_203394780.1	361	2.24e-49	31	388	40	355	87.5	SULFATLAS	Sulfatase
S1_7	891	PUL0722|WP_203394781.1	451	2.27e-48	50	386	153	444	64.7	SULFATLAS	Sulfatase
8.A.46.1.3	603	PUL0722|WP_203394783.1	496	6.82e-25	26	414	30	415	77.8	TC	TC
S1_15	1469	PUL0722|WP_203394785.1	885	1.38e-90	714	1434	99	843	84.2	SULFATLAS	Sulfatase
9.B.238.3.2	511	PUL0722|WP_203394786.1	1384	5.48e-27	256	486	843	1085	17.6	TC	TC
0035607	54	PUL0722|WP_203394786.1	1384	1.7308502653011693e-05	2	50	1332	1378	0.9074074074074074	TF	TF
Reg_prop	24	PUL0722|WP_203394786.1	1384	2.1129366118244063e-05	2	23	453	474	0.9166666666666666	STP	STP
Y_Y_Y	66	PUL0722|WP_203394786.1	1384	2.389593010864765e-19	1	66	730	794	1.0	STP	STP
HisKA	64	PUL0722|WP_203394786.1	1384	1.0705706718725397e-12	2	62	849	914	0.953125	STP	STP
HATPase_c	111	PUL0722|WP_203394786.1	1384	2.3932793904958386e-23	2	110	963	1087	0.981981981981982	STP	STP
Response_reg	112	PUL0722|WP_203394786.1	1384	9.461325965559645e-24	1	111	1137	1247	0.9910714285714286	STP	STP
HTH_18	81	PUL0722|WP_203394786.1	1384	2.5432746729174e-19	1	78	1303	1379	0.9629629629629628	STP	STP
S1_8	1251	PUL0722|WP_203394787.1	948	5.25e-91	675	1249	30	589	59.1	SULFATLAS	Sulfatase
9.B.107.1.4	307	PUL0722|WP_252191099.1	199	1.65e-15	95	269	31	190	80.4	TC	TC
1.B.14.6.17	1041	PUL0722|WP_252191101.1	995	8.940000000000001e-132	23	1041	15	995	98.6	TC	TC
9.B.33.1.7	587	PUL0743|WP_015924755.1	574	4.34e-19	371	580	363	574	36.9	TC	TC
0036286	54	PUL0743|WP_015924756.1	566	1.2851962223642992e-08	3	52	460	509	0.925925925925926	TF	TF
0035607	54	PUL0743|WP_015924756.1	566	5.849378713026984e-10	1	51	510	558	0.9444444444444444	TF	TF
Response_reg	112	PUL0743|WP_015924756.1	566	2.007073238419714e-24	2	111	5	116	0.9821428571428572	STP	STP
HTH_18	81	PUL0743|WP_015924756.1	566	4.8616533323954805e-21	1	79	482	559	0.9753086419753086	STP	STP
3.A.1.1.9	549	PUL0743|WP_015924757.1	571	1.46e-66	43	546	60	569	89.3	TC	TC
3.A.1.1.9	360	PUL0743|WP_015924758.1	300	6.44e-99	102	360	51	300	83.3	TC	TC
3.A.1.1.9	296	PUL0743|WP_015924759.1	294	4.43e-85	1	295	1	293	99.7	TC	TC
S1_8	1040	PUL0743|WP_015924762.1	500	5.14e-34	515	1001	4	466	92.6	SULFATLAS	Sulfatase
S09.UPW	209	PUL0743|WP_015924765.1	265	1.74e-155	1	209	44	252	78.9	PEPTIDASE	Peptidase
S1_16	1282	PUL0743|WP_041706618.1	631	4.23e-34	828	1023	8	203	31.1	SULFATLAS	Sulfatase
3.A.1.1.46	280	PUL0792|WP_004219834.1	288	4.11e-28	5	279	15	288	95.1	TC	TC
3.A.1.1.21	434	PUL0792|WP_004219837.1	435	3.93e-141	33	434	27	435	94.0	TC	TC
3.A.1.1.21	318	PUL0792|WP_221608518.1	317	7.73e-132	17	317	15	317	95.6	TC	TC
HTH_IclR	52	PUL0792|WP_226555419.1	408	3.146154762570902e-07	9	49	21	61	0.7884615384615384	STP	STP
S1_7	1252	PUL0792|WP_226849177.1	664	4.470000000000001e-37	28	185	2	163	24.4	SULFATLAS	Sulfatase
