Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
KQP59_RS02420	3.2.1.52:18|3.2.1.-:1	GH20(155-514)	GH20_e12	GH20	3
KQP59_RS02440	2.4.1.1:9	GT35(271-708)	GT35_e7	GT35	3
KQP59_RS02510	-	GH182(384-621)	-	GH182	2
KQP59_RS02910	-	GT4(185-336)	GT4_e1713	GT4	3
KQP59_RS02930	-	GT2(6-151)	GT2	GT2	3
KQP59_RS02945	-	GT4(183-333)	GT4_e2625	GT4	3
KQP59_RS03005	-	GT101(57-280)	GT101_e12	GT101	3
KQP59_RS03010	-	GT4(208-353)	GT4_e1077	GT4	3
KQP59_RS03015	-	GT4(204-356)	GT4_e1077	GT4	3
KQP59_RS03020	-	GT2(42-149)	GT2	GT2	3
KQP59_RS03235	3.2.1.18:6	CBM93(24-172)+GH33(193-532)	GH33_e121	GH33	3
KQP59_RS03240	3.2.1.52:1	GH20(141-412)	GH20_e112	GH20	3
KQP59_RS03245	-	CE20(300-580)	CE20_e16	CE20	3
KQP59_RS03265	3.2.1.23:2	GH2(26-770)	GH2_e137	GH2	3
KQP59_RS03315	2.4.1.-:1	GT2(1-156)	GT2	GT2	3
KQP59_RS03340	-	GT4(191-333)	GT4_e647	GT4	3
KQP59_RS03820	-	GT26(53-217)	GT26_e4	GT26	3
KQP59_RS03835	-	GT4(172-316)	GT4_e4050	GT4	3
KQP59_RS03935	-	GT2(7-137)	GT2	GT2	3
KQP59_RS03975	-	GT2(7-140)	GT2	GT2	3
KQP59_RS04190	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	GH32(150-439)	GH32_e16	GH32	3
KQP59_RS04195	3.2.1.65:1	GH32(52-349)	GH32_e129	GH32	3
KQP59_RS04235	-	GH2(48-650)	GH2_e119	GH2	3
KQP59_RS04440	-	GH23(97-233)	GH23_e63	GH23	3
KQP59_RS04725	-	PL29(103-329)	-	-	1
KQP59_RS04750	-	CE20(107-367)	CE20_e10	CE20	3
KQP59_RS04755	3.2.1.40:1	GH106(362-724)	GH106_e44	GH106	3
KQP59_RS04850	3.2.1.-:1|3.2.1.23:1	GH2(40-830)	GH2_e106	GH2	3
KQP59_RS04940	3.2.1.-:3|3.2.1.63:2	GH95(27-759)	GH95_e1	GH95	3
KQP59_RS04945	3.2.1.-:1	GH105(49-396)	GH105_e2	GH105	3
KQP59_RS04970	3.1.1.11:1	CE19(118-449)	CE19_e0	CE19	3
KQP59_RS04975	3.2.1.67:1	GH28(53-425)	GH28_e10	GH28	3
KQP59_RS04980	-|3.2.1.40:1	CBM67(200-355)+GH78(395-933)	CBM67_e27+GH78_e43	GH78	3
KQP59_RS04985	3.2.1.185:1|3.2.1.-:1|3.2.1.185:1|3.2.1.-:1	GH143(21-570)+GH142(634-1101)	GH143_e0+GH142_e0	GH142+GH143	3
KQP59_RS04990	3.2.1.55:2	GH43_18(66-292)	GH43_e173	GH43_18	3
KQP59_RS05030	-	GT2(42-263)	GT2	GT2	3
KQP59_RS05395	3.2.1.52:18|3.2.1.-:1	GH20(154-507)	GH20_e12	GH20	3
KQP59_RS05485	2.4.1.319:4|2.4.1.320:2	GH130_2(19-317)	GH130_e13	GH130	3
KQP59_RS05490	3.2.1.24:1	GH92(269-755)	GH92_e13	GH92	3
KQP59_RS05545	-	GH2(222-1032)	GH2_e5	GH2	3
KQP59_RS05555	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(64-305)	GH3_e0	GH3	3
KQP59_RS05560	-	CE20(105-447)	CE20_e1	CE20	3
KQP59_RS05565	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	GH3(206-426)	GH3_e88	GH3	3
KQP59_RS05855	3.2.1.63:1|3.2.1.51:1	GH29(23-355)	GH29_e63	GH29	3
KQP59_RS06060	-|-	GH2(24-716)+CBM32(724-837)	GH2_e98+CBM32_e133	CBM32+GH2	3
KQP59_RS06095	3.2.1.-:1	GH3(108-331)	GH3_e57	GH3	3
KQP59_RS06200	-	GT51(435-588)	GT51_e93	GT51	3
KQP59_RS06295	3.2.1.40:1|3.2.1.40:8|3.1.1.73:2	CBM67(344-514)+GH78(569-1102)	CBM67_e28+GH78_e80	GH78	3
KQP59_RS06300	-|-	CBM67(144-318)+GH78(347-856)	CBM67_e3+GH78_e29	GH78	3
KQP59_RS06305	-	CE7(127-427)	CE7_e20	CE7	3
KQP59_RS06420	3.2.1.-:1	GH16_3(36-262)	GH16_e321	GH16_3	3
KQP59_RS06660	3.2.1.-:2	GH92(222-735)	GH92_e30	GH92	3
KQP59_RS06680	3.2.1.130:19|3.2.1.198:2	GH99(44-371)	GH99_e0	GH99	3
KQP59_RS06700	-	GH20(155-478)	GH20_e106	GH20	3
KQP59_RS07130	-|-	GH29(22-320)	GH29_e74+CBM32_e191	GH29	3
KQP59_RS07160	3.2.1.113:6|3.2.1.-:1	GH92(234-741)	GH92_e18	GH92+3.2.1.113	3
KQP59_RS07165	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(266-759)	GH92_e0	GH92	3
KQP59_RS07175	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(252-749)	GH92_e0	GH92	3
KQP59_RS08175	-	GH89(65-729)	GH89_e7	GH89	3
KQP59_RS08280	3.2.1.52:18|3.2.1.-:1	GH20(159-524)	GH20_e12	GH20	3
KQP59_RS08450	-	GT4(240-385)	GT4_e602	GT4	3
KQP59_RS08455	-	GH133(285-636)	GH133_e1	GH133	3
KQP59_RS09050	-	CBM32(306-432)	CBM32_e10	CBM32	3
KQP59_RS09465	3.2.1.20:2	GH13_38(33-400)	GH13_e113	GH13_38	3
KQP59_RS09510	3.2.1.-:2|3.2.1.55:1	GH43_29(32-310)	GH43_e22	GH43_29	3
KQP59_RS09515	3.2.1.55:5	GH51_2(198-657)	GH51_e47	GH51	3
KQP59_RS09520	3.2.1.-:1|3.2.1.99:1	GH43_4(60-372)	GH43_e326	GH43_4	3
KQP59_RS09555	3.2.1.99:2	GH43_4(161-529)	GH43_e183	GH43_4	3
KQP59_RS09590	3.2.1.185:1	GH146(32-560)	GH146_e0	GH146	3
KQP59_RS09595	3.2.1.55:27	GH51_1(26-513)	GH51_e19	GH51_1	3
KQP59_RS09630	3.2.1.20:1	GH31_3(283-715)	GH31_e16	GH31_3	3
KQP59_RS09635	-	GH141(24-582)	GH141_e0	GH141	3
KQP59_RS09715	-	GH109(4-185)	GH109_e7	-	2
KQP59_RS09770	-	GH25(100-275)	GH25_e217	GH25	3
KQP59_RS09855	3.2.1.23:3|-	GH35(35-346)	GH35_e43+CBM32_e42	CBM32+GH35	3
KQP59_RS09990	3.2.1.145:1	GH43_24(45-290)	GH43_e146	GH43_24	3
KQP59_RS09995	-|-	GH43_24(204-376)	GH43_e42+CBM32_e51	GH43_24	3
KQP59_RS10645	-	GH73(15-143)	GH73_e221	GH73	3
KQP59_RS10925	-|-|-	GH73(40-167)	GH73_e88+CBM50_e698+CBM50_e698	CBM50+GH73	3
KQP59_RS10955	-	GH115(37-842)	GH115_e6	GH115	3
KQP59_RS10960	3.2.1.-:1|3.2.1.23:1	GH2(36-701)	GH2_e106	GH2	3
KQP59_RS11295	-	GT4(209-354)	GT4_e994	GT4	3
KQP59_RS11305	-	GT4(221-371)	GT4_e440	GT4	3
KQP59_RS11340	-	GT4(251-384)	GT4_e1535	GT4	3
KQP59_RS11345	-	GT2(11-158)	GT2	GT2	3
KQP59_RS11355	-	GH43_24(48-285)	GH43_e205	GH43_24	3
KQP59_RS11400	-	PL8_3(345-597)	PL8_e42	PL8_3	3
KQP59_RS11425	-	GH2(21-692)	GH2_e108	GH2	3
KQP59_RS11430	3.2.1.51:2	GH29(15-374)	GH29_e8	GH29	3
KQP59_RS11510	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(58-304)	GH3_e0	GH3	3
KQP59_RS11570	-	GH154(30-392)	GH154_e2	GH154	3
KQP59_RS11595	-	GH30_6(56-510)	GH30_e7	GH30_6	3
KQP59_RS11675	3.2.1.38:1	GH30_4(30-523)	GH30_e42	GH30_4	3
KQP59_RS11680	3.2.1.22:1|3.2.1.88:1	GH97(14-647)	GH97_e18	GH97	3
KQP59_RS11685	-	CBM32(313-442)	CBM32_e183	CBM32	3
KQP59_RS11705	-	GH18(62-311)	GH18_e39	GH18	3
KQP59_RS11750	3.2.1.52:18|3.2.1.-:1	GH20(202-539)	GH20_e12	GH20	3
KQP59_RS11815	3.2.1.-:1	GH92(238-710)	GH92_e26	GH92	3
KQP59_RS11840	3.2.1.21:2|3.2.1.37:1	GH3(137-359)	GH3_e98	GH3	3
KQP59_RS11845	3.2.1.113:1|3.2.1.-:1	GH38(27-249)	GH38_e34	GH38	3
KQP59_RS12500	-	GH28(194-450)	GH28_e12	GH28	3
KQP59_RS12775	3.2.1.-:3	GH88(67-391)	GH88_e11	GH88	3
KQP59_RS12900	-	GH20(142-479)	GH20_e11	GH20	3
KQP59_RS13640	-	GT30(43-205)	GT30_e38	GT30	3
KQP59_RS13660	3.2.1.53:2|3.2.1.-:1	GH123(59-597)	GH123_e16	GH123	3
KQP59_RS14105	-	CE20(101-405)	CE20_e33	CE20	3
KQP59_RS14135	3.2.1.185:1	GH127(36-567)	GH127_e4	GH127	3
KQP59_RS14145	3.2.1.22:1	GH97(21-662)	GH97_e1	GH97	3
KQP59_RS14150	3.2.1.185:1	GH127(39-570)	GH127_e4	GH127	3
KQP59_RS14340	3.2.1.-:1	GH16_3(139-368)	GH16_e59	GH16_3	3
KQP59_RS14345	-	GH18(46-334)	GH18_e33	GH18	3
KQP59_RS14485	-	GH2(49-493)	GH2_e14	GH2	3
KQP59_RS14490	-	GH182(380-616)	-	GH182	2
KQP59_RS14500	-	GH105(57-364)	GH105_e43	GH105	3
KQP59_RS14505	3.2.1.197:4	GH130_3(63-373)	GH130_e20	GH130	3
KQP59_RS14515	-	GH2(49-742)	GH2_e51	GH2	3
KQP59_RS14520	-	GH105(39-350)	GH105_e43	GH105	3
KQP59_RS14525	3.2.1.101:3	GH76(176-484)	GH76_e36	GH76	3
KQP59_RS14530	-	GH43_31(22-287)	GH43_e180	GH43_31	3
KQP59_RS14575	-	GH105(62-367)	GH105_e43	GH105	3
KQP59_RS14615	-	GH105(60-368)	GH105_e43	GH105	3
KQP59_RS14620	-	GH93(104-375)	-	-	1
KQP59_RS14625	-	GH89(59-706)	GH89_e8	GH89	3
KQP59_RS14630	-	GH115(31-670)	GH115_e6	GH115	3
KQP59_RS14655	-	GH177(45-307)	GH109_e7	-	2
KQP59_RS14845	-	GT2(8-174)	GT2	GT2	3
KQP59_RS15115	-	GH23(302-413)	GH23_e996	GH23	3
KQP59_RS15300	-	GT51(70-227)	GT51_e13	GT51	3
KQP59_RS15350	-	CE1(31-261)	CE1_e22	-	2
KQP59_RS15385	3.2.1.55:2|3.2.1.37:1|-	GH43_10(37-307)+CBM91(342-546)	GH43_e0+CBM91_e10	CBM91+GH43_10	3
KQP59_RS15475	-	PL40(2-902)	PL40_e1	PL40	3
KQP59_RS15635	-	GH20(150-471)	GH20_e29	GH20	3
KQP59_RS15710	3.2.1.111:8|3.2.1.51:3|-	GH29(35-340)	GH29_e30+CBM32_e126	GH29	3
KQP59_RS15830	3.2.1.1:3	GH13_5(30-370)	GH13_e25	GH13_5	3
KQP59_RS15835	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(186-512)	CBM48_e14+GH13_e95	GH13_14	3
KQP59_RS15855	3.2.1.-:1	GH2(39-607)	GH2_e50	GH2	3
KQP59_RS15870	-	GH20(145-488)	GH20_e16	GH20	3
KQP59_RS15905	4.2.2.7:6	PL13(23-392)	PL13_e0	PL13	3
KQP59_RS15940	3.2.1.89:3	GH53(46-331)	GH53_e22	GH53	3
KQP59_RS15970	4.2.2.7:1|4.2.2.8:1	PL12_2(429-566)	PL12_e7	PL12_2	3
KQP59_RS15990	3.2.1.-:3	GH88(102-416)	GH88_e11	GH88	3
KQP59_RS15995	4.2.2.8:2|4.2.2.7:1	PL12_2(404-534)	PL12_e18	PL12_2	3
KQP59_RS16020	4.2.2.7:2|4.2.2.8:2	PL15_2(534-689)	PL15_e0	PL15_2	3
KQP59_RS16225	3.2.1.3:2|3.2.1.20:2	GH97(15-704)	GH97_e22	GH97	3
KQP59_RS16280	-	GT2(4-167)	GT2	GT2	3
KQP59_RS16530	-|-	GH29(26-355)	GH29_e37+CBM32_e126	GH29	3
KQP59_RS16550	3.2.1.101:3	GH76(157-487)	GH76_e36	GH76	3
KQP59_RS16585	3.2.1.113:6|3.2.1.-:1	GH92(237-742)	GH92_e18	GH92	3
KQP59_RS16595	3.2.1.101:2	GH76(68-366)	GH76_e42	GH76	3
KQP59_RS16605	3.2.1.197:4	GH130_3(61-371)	GH130_e20	GH130	3
KQP59_RS16630	2.4.1.-:1	GT32(20-101)	GT32_e25	GT32	3
KQP59_RS16640	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(246-736)	GH92_e0	GH92	3
KQP59_RS16985	3.2.1.54:1|3.2.1.135:1	GH13_46(165-486)	GH13_e102	GH13	3
KQP59_RS16990	3.2.1.3:2|3.2.1.20:2	GH97(12-723)	GH97_e22	GH97	3
KQP59_RS17015	3.2.1.1:1	GH13_36(80-540)	GH13_e47	CBM58+GH13_36	3
KQP59_RS17120	3.2.1.-:1	GH154(50-401)	GH154_e20	GH154	3
KQP59_RS17130	3.2.1.55:3	GH43_34(30-325)	GH43_e159	GH43_34	3
KQP59_RS17135	3.2.1.185:1	GH127(35-565)	GH127_e4	GH127	3
KQP59_RS17145	3.2.1.22:1	GH97(18-637)	GH97_e16	GH97	3
KQP59_RS17165	-	GH29(13-432)	GH29_e82	GH29	3
KQP59_RS17170	3.2.1.55:1|3.2.1.55:1	GH43_34(29-302)	GH43_e191+CBM32_e40	CBM32+GH43_34	3
KQP59_RS17175	3.2.1.22:1|3.2.1.88:1	GH97(14-643)	GH97_e18	GH97	3
KQP59_RS17200	3.2.1.55:3	GH43_19(71-302)	GH43_e159	GH43_19+3.2.1.55	3
KQP59_RS17205	3.2.1.23:3|-	GH35(36-348)	GH35_e43+CBM32_e42	CBM32+GH35	3
KQP59_RS17355	-	GT2(250-377)	GT2	GT2	3
KQP59_RS17445	-	GH5_38(230-534)	GH5_e172	GH5_38	3
KQP59_RS17450	3.2.1.21:12|3.2.1.-:6	GH3(57-277)	GH3_e10	GH3	3
KQP59_RS17485	-	GH177(53-343)	GH109_e2	-	2
KQP59_RS17495	3.2.1.49:3	GH177(41-413)	GH109_e1	-	2
KQP59_RS17560	3.2.1.21:20|3.2.1.-:6	GH3(96-318)	GH3_e1	GH3	3
KQP59_RS17565	3.2.1.71:1|3.2.1.214:1	GH144(33-445)	GH144_e1	GH144	3
KQP59_RS17690	3.2.1.-:2	GH127(325-551)	GH127_e5	CBM13	3
KQP59_RS17705	3.2.1.-:4	GH125(57-457)	GH125_e1	GH125	3
KQP59_RS17710	3.2.1.113:6|3.2.1.-:1	GH92(233-740)	GH92_e18	GH92	3
KQP59_RS17725	-	GH76(60-399)	GH76_e13	GH76	3
KQP59_RS17740	-	GH76(65-406)	GH76_e13	GH76	3
KQP59_RS17765	3.2.1.146:1	GH43_3(10-293)	GH43_e310	GH43_3	3
KQP59_RS17775	-	GH43_26(36-345)	GH43_e5	GH43_26	3
KQP59_RS17780	-	GH115(32-665)	GH115_e6	GH115	3
KQP59_RS17890	-	GH76(161-474)	GH76_e20	GH76	3
KQP59_RS17970	-	GH43_26(34-343)	GH43_e5	GH43_26	3
KQP59_RS18060	-	GT28(194-355)	GT28_e43	GT28	3
KQP59_RS18250	3.2.1.22:2	GH36(25-712)	GH36_e24	GH36	3
KQP59_RS18365	-	GT2(404-556)	GT2	GT2	3
KQP59_RS18405	-	GT2(5-162)	GT2	GT2	3
KQP59_RS18450	-	GT2(8-139)	GT2	GT2	3
KQP59_RS18470	-	GT2(11-132)	GT2	GT2	3
KQP59_RS18475	-	GT2(91-189)	GT2	GT0+GT2	3
KQP59_RS18490	-	GT9(73-319)	GT9_e65	GT9	3
KQP59_RS18565	3.2.1.-:3	GH88(70-393)	GH88_e11	GH88	3
KQP59_RS18605	-	GH2(51-911)	GH2_e30	GH2	3
KQP59_RS18665	4.2.2.20:1	PL29(345-702)	PL29_e9	PL29	3
KQP59_RS18685	4.2.2.20:2	PL8_2(618-862)	PL8_e13	PL8_2	3
KQP59_RS18735	3.2.1.75:1	GH30_3(67-492)	GH30_e41	GH30_3	3
KQP59_RS18790	3.2.1.101:2	GH76(67-372)	GH76_e42	GH76	3
KQP59_RS18795	3.2.1.20:1	GH31_1(180-611)	GH31_e23	GH31	3
KQP59_RS18820	3.2.1.101:3	GH76(163-461)	GH76_e36	GH76+3.2.1.101	3
KQP59_RS18825	-	GH92(240-730)	GH92_e14	GH92	3
KQP59_RS18830	3.2.1.22:1	GH97(15-649)	GH97_e5	GH97	3
KQP59_RS18835	3.2.1.23:35|-|-	GH2(54-926)+CBM32(1149-1270)+CBM32(1295-1415)	GH2_e1+CBM32_e55+CBM32_e55	GH2	3
KQP59_RS18885	3.2.1.23:1	GH2(34-585)	GH2_e112	GH2	3
KQP59_RS18905	-	CE1(31-236)	-	-	1
KQP59_RS19130	-	CE4(21-123)	CE4_e140	CE4	3
KQP59_RS19460	-	CE20(102-361)	CE20_e10	CE20	3
KQP59_RS19470	3.2.1.49:3|3.2.1.49:3	GH31_18(445-683)	GH31_e75+CBM32_e89	CBM32+GH31	3
KQP59_RS19520	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(57-298)	GH3_e0	GH3	3
KQP59_RS19550	-	GH95(27-775)	GH95_e15	GH95	3
KQP59_RS19570	3.2.1.22:2	GH36(26-700)	GH36_e24	GH36	3
KQP59_RS19600	-	CE20(102-368)	CE20_e34	CE20	3
KQP59_RS19665	-	GH43_31(36-304)	GH43_e217	GH43_31	3
KQP59_RS19715	3.2.1.55:1	GH43(45-343)	GH43_e30	GH43	3
KQP59_RS19725	-	GH2(39-498)	GH2_e14	GH2	3
KQP59_RS19750	3.2.1.11:1	GH66(46-591)	GH66_e1	GH66	3
KQP59_RS19755	3.2.1.11:1|2.4.1.-:1	GH31(234-684)	GH31_e40	GH31	3
KQP59_RS19775	3.2.1.26:1|3.2.1.64:1|3.2.1.80:1	GH32(121-406)	GH32_e54	GH32	3
KQP59_RS19940	-	GH109(18-416)	GH109_e5	GH109	3
KQP59_RS19945	3.2.1.-:2	GH110(27-582)	GH110_e19	GH110	3
KQP59_RS19985	-	GH109(53-457)	GH109_e5	GH109	3
KQP59_RS19995	-	GH2(58-961)	GH2_e30	GH2	3
KQP59_RS20200	-	CE11(4-224)	CE11_e18	CE11	3
KQP59_RS20295	3.2.1.67:1	GH28(87-482)	GH28_e64	GH28	3
KQP59_RS20305	3.2.1.55:2|3.2.1.37:1|-	GH43_10(39-309)+CBM91(343-554)	GH43_e0+CBM91_e10	CBM91+GH43_10	3
KQP59_RS20325	3.2.1.31:2	GH2(21-556)	GH2_e41	GH2	3
KQP59_RS20335	-	CE4(312-431)	CE4_e17	CE12	3
KQP59_RS20350	3.2.1.172:1	GH105(97-432)	GH105_e7	GH105	3
KQP59_RS20355	4.2.2.23:15|4.2.2.24:5	PL11_1(30-600)	PL11_e0	PL11_1	3
KQP59_RS20360	3.2.1.172:1	GH105(61-377)	GH105_e17	GH105	3
KQP59_RS20365	-|-	CE12(66-285)+CE12(317-532)	CE12_e36+CE12_e36	CE12	3
KQP59_RS20370	4.2.2.24:1	PL26(239-1094)	PL26_e0	PL26	3
KQP59_RS20520	-	GH28(88-437)	GH28_e111	GH28	3
KQP59_RS20530	3.2.1.22:1|3.2.1.22:1	GH27(133-368)	GH27_e3+CBM35_e26	CBM35+GH27	3
KQP59_RS20535	-	GH78(93-588)	GH78_e14	GH78	3
KQP59_RS20540	3.2.1.-:1|3.2.1.23:1	GH2(44-724)	GH2_e106	GH2	3
KQP59_RS20550	-	GH2(25-776)	GH2_e151	GH2	3
KQP59_RS20555	4.2.2.23:15|4.2.2.24:5	PL11_1(64-638)	PL11_e0	PL11_1	3
KQP59_RS20560	3.2.1.67:1	GH28(73-450)	GH28_e133	GH28	3
KQP59_RS20565	3.5.1.41:1	CE4(33-159)	CE4_e46	CE12	3
KQP59_RS20570	3.2.1.173:1	GH28(74-418)	GH28_e117	GH28	3
KQP59_RS20575	3.2.1.55:2|-	GH43_18(1-96)+GH42(135-509)	GH43_e84+GH42_e27	GH42+GH43_18	3
KQP59_RS20580	3.2.1.23:1	GH2(22-699)	GH2_e125	GH2	3
KQP59_RS20585	-	CE12(163-367)	CE12_e37	CE12	3
KQP59_RS20600	3.2.1.173:1	GH28(48-395)	GH28_e34	GH28	3
KQP59_RS20650	3.2.1.111:8|3.2.1.51:3|-|-	GH29(52-372)	GH29_e30+CBM32_e126+CBM32_e126	GH29+3.2.1.51	3
KQP59_RS20670	-	CBM32(258-386)	CBM32_e75	CBM32	3
KQP59_RS20715	3.2.1.67:1	GH28(84-489)	GH28_e64	GH28	3
KQP59_RS20750	-	PL1_2(114-305)	PL1_e95	PL1_2	3
KQP59_RS20755	-	PL1_2(92-280)	PL1_e95	PL1_2	3
KQP59_RS20780	-|-	CE12(26-257)+CE8(273-545)	CE12_e30+CE8_e86	CE12+CE8	3
KQP59_RS20790	3.2.1.-:1	GH105(52-396)	GH105_e41	GH105	3
KQP59_RS20875	-	CE20(102-225)+CE20(415-544)	CE20_e20	CE20	3
KQP59_RS20945	-	CE1(33-281)	CE1_e22	-	2
KQP59_RS20950	3.2.1.40:1|-	CBM67(164-327)+GH78(351-855)	CBM67_e28+GH78_e6	GH78	3
KQP59_RS20970	-	GH38(12-266)	GH38_e23	GH38	3
KQP59_RS21085	-|-	GH2(68-1004)+CBM32(1212-1338)	GH2_e89+CBM32_e167	GH2	3
KQP59_RS21200	-|-	GH23(129-261)	GH23_e209+CBM50_e207	CBM50+GH23	3
KQP59_RS21240	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(244-751)	GH92_e0	GH92	3
KQP59_RS21245	3.2.1.113:6|3.2.1.-:1	GH92(230-737)	GH92_e18	GH92	3
KQP59_RS21455	-	GT4(207-356)	GT4_e3898	GT4	3
KQP59_RS21625	3.2.1.31:1	GH2(27-594)	GH2_e122	GH2	3
KQP59_RS21995	3.2.1.20:1	GH97(13-666)	GH97_e10	GH97	3
KQP59_RS22030	-	CE9(5-378)	CE9_e7	CE9	3
KQP59_RS22035	-	CE9(5-378)	CE9_e7	CE9	3
KQP59_RS22135	-	CBM62(436-535)+CBM62(542-602)	CBM62_e1	CBM62	3
KQP59_RS22445	-	GT4(215-356)	GT4_e999	GT4	3
KQP59_RS22550	-	CE1(446-688)	-	-	1
KQP59_RS22935	3.2.1.52:18|3.2.1.-:1	GH20(153-509)	GH20_e12	GH20	3
KQP59_RS23225	-	GH18(66-249)	GH18_e46	GH18	3
KQP59_RS23265	2.4.1.1:9	GT35(270-716)	GT35_e7	GT35	3
KQP59_RS23270	-	GT3(13-347)	GT3_e2	GT3	3
KQP59_RS23350	2.4.1.109:6	GT105(83-217)	GT105_e5	-	2
KQP59_RS23370	-	GT2(9-167)	GT2	GT2	3
KQP59_RS23380	3.2.1.22:1	GH97(11-661)	GH97_e1	GH97	3
KQP59_RS23385	3.2.1.21:20|3.2.1.-:6	GH3(98-319)	GH3_e1	GH3	3
KQP59_RS23390	-	GH43_17(49-306)	GH43_e25	GH43_17	3
KQP59_RS23415	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(241-729)	GH92_e0	GH92	3
KQP59_RS23445	-	GH76(47-395)	GH76_e19	GH76	3
KQP59_RS24375	3.2.1.-:1	GH92(526-1035)	GH92_e8	GH92	3
KQP59_RS24380	-	GH43_24(52-309)	GH43_e269	GH43_24	3
KQP59_RS24385	-	GH38(297-568)	GH38_e22	GH0	3
KQP59_RS24475	-	GH171(44-387)	GH171_e3	GH171	3
KQP59_RS24520	2.4.1.25:4|2.4.1.25:5	GH77(240-885)	CBM20_e2+GH77_e22	CBM20+GH77	3
KQP59_RS24545	-	GT2(4-131)	GT2	GT2	3
KQP59_RS24580	-	GH109(38-189)	-	-	1
KQP59_RS24765	3.2.1.111:8|3.2.1.51:3|-	GH29(35-330)	GH29_e30+CBM32_e126	GH29	3
KQP59_RS24775	-	CBM32(187-317)	CBM32_e147	CBM32	3
KQP59_RS24805	3.2.1.113:6|3.2.1.-:1	GH92(236-741)	GH92_e18	GH92	3
KQP59_RS25040	4.2.2.2:1	PL10_1(61-349)	PL10_e13	PL10_1	3
KQP59_RS25325	-|-	GH28(193-440)	GH28_e12+CBM6_e73	CBM6+GH28	3
KQP68_RS22290	3.2.1.22:1	GH31_19(139-525)	GH31_e46	GH31_19	3
KQP72_RS05900	-	GT2(9-150)	GT2	GT2	3
KQP72_RS20680	3.2.1.23:35	GH2(52-946)	GH2_e1	GH2	3
KQP74_RS15920	-	GH73(11-160)	GH73_e26	GH73	3
KQP77_RS00420	-	GT2(5-111)	GT2	GT2	3
KQP77_RS24500	-	GH43_31(172-437)	GH43_e180	GH43_31	3
KS004_RS27550	-	GT2(10-130)	GT2	-	2
KSU82_RS04535	-	GT4(200-346)	GT4_e1075	GT4	3
KSU82_RS11585	-	GH92(522-1040)	GH92_e21	GH92	3
KSU82_RS21250	-	GT4(190-330)	GT4_e2704	GT4	3
KSU82_RS21255	-	GT4(187-333)	GT4_e991	-	2
KSU82_RS21265	-	GT2(6-138)	GT2	-	2
KSY95_RS19800	-	GT4(201-345)	GT4_e3907	GT4	3
KSY95_RS19805	-	GT2(4-160)	GT2	-	2
KSY95_RS19815	-	GT4(187-296)	GT4_e3619	-	2
KSY95_RS19855	-	CE14(5-117)	CE14_e45	-	2
KSY95_RS22600	2.4.1.-:1	GT2(11-111)	GT2	GT2	3
KSY95_RS23280	-	GH89(63-721)	GH89_e5	GH89	3
KSZ66_RS08325	-	CE14(5-117)	CE14_e45	-	2
KSZ66_RS08345	-	GT4(202-349)	GT4_e2685	GT4	3
KSZ66_RS08365	-	GT2(4-117)	GT2	GT2	3
KSZ66_RS08380	-	CE4(77-197)	CE4_e250	-	2
KSZ66_RS17865	-	CE6(91-183)	CE20_e26	CE6	3
KSZ81_RS17500	-	GT4(13-132)	GT4_e1067	-	2
KTG56_RS11125	-	GT2(8-121)	GT2	GT2	3
KTG56_RS11145	-	GT4(226-373)	GT4_e2524	-	2
KTG56_RS15250	3.2.1.55:2|-	GH43_18(67-301)+GH42(340-714)	GH43_e84+GH42_e27	GH42+GH43_18	3
KTG56_RS15420	4.2.2.23:2	PL9_1(20-423)	PL9_e24	PL9_1	3
L0P38_RS07980	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(238-732)	GH92_e0	GH92	3
L0P38_RS10040	3.2.1.-:1	GH5_7(30-342)	GH5_e6	GH5_7	3
L0P38_RS10045	-	GH28(46-412)	GH28_e8	GH28	3
L0P38_RS10050	-	GH26(727-1004)	GH26_e53	-	2
L0P38_RS10070	-|-	GH28(135-487)+GH26(523-827)	GH28_e21+GH26_e67	GH26	3
L0P38_RS10075	2.4.1.281:5	GH130_1(50-358)	GH130_e6	GH130_1	3
L0P38_RS17990	-	GT4(95-236)	GT4_e3670	-	2
L0P38_RS22360	-	GT4(189-325)	GT4_e689	GT4	3
