Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
9.A.8.1.2	642	WP_278582225.1	293	3.73e-07	6	169	7	170	56.0	TC	TC
4.D.1.3.3	1435	WP_278582234.1	320	1.85e-08	610	807	4	186	57.2	TC	TC
9.B.97.1.11	363	WP_278582237.1	341	4.82e-16	1	220	3	214	62.2	TC	TC
2.A.130.1.1	346	WP_278582240.1	262	1.36e-28	38	342	1	260	99.2	TC	TC
2.A.130.1.1	359	WP_278582241.1	343	1.2e-61	10	292	11	282	79.3	TC	TC
3.A.11.1.5	646	WP_278582244.1	641	6.69e-86	123	527	231	641	64.1	TC	TC
S54.UPW	270	WP_278582246.1	316	1.18e-176	1	270	39	306	84.8	PEPTIDASE	Peptidase
2.A.6.4.3	735	WP_278582247.1	1007	3.01e-84	160	735	376	1003	62.4	TC	TC
3.A.3.6.10	702	WP_278582249.1	625	2.84e-187	124	695	40	623	93.4	TC	TC
C69.001	462	WP_278582251.1	480	0.0	1	462	16	477	96.3	PEPTIDASE	Peptidase
G05.UPW	164	WP_278582260.1	275	8.97e-111	1	164	58	221	59.6	PEPTIDASE	Peptidase
3.A.12.1.1	787	WP_278582267.1	820	8.95e-118	292	780	300	808	62.1	TC	TC
S26.UPA	434	WP_278582269.1	143	4.4699999999999995e-40	1	72	72	143	50.3	PEPTIDASE	Peptidase
Pkinase	264	WP_278582271.1	398	1.4522109971090769e-28	15	190	37	208	0.6666666666666666	STP	STP
1.C.105.2.12	875	WP_278582273.1	859	1.05e-25	53	457	57	471	48.3	TC	TC
M23.UNW	403	WP_278582275.1	489	3.76e-27	2	219	134	351	44.6	PEPTIDASE	Peptidase
TPR_2	34	WP_278582279.1	578	2.0050495220739005e-05	1	34	73	106	1.0	STP	STP
1.B.14.6.13	940	WP_278582280.1	990	2.82e-303	17	940	58	990	94.2	TC	TC
8.A.46.2.2	537	WP_278582281.1	519	3.24e-172	1	534	4	518	99.2	TC	TC
S1_48	845	WP_278582283.1	381	4.14e-11	92	214	250	379	34.1	SULFATLAS	Sulfatase
C13.UPW	260	WP_278582287.1	649	6.76e-58	4	251	157	403	38.1	PEPTIDASE	Peptidase
EPSP_synthase	417	WP_278582303.1	417	6.7220539130909455e-68	84	417	61	406	0.8009592326139089	STP	STP
2.A.130.1.1	1160	WP_278582304.1	1122	4.86e-141	14	937	11	924	81.5	TC	TC
2.A.130.1.1	518	WP_278582305.1	504	3.9e-212	11	485	7	504	98.8	TC	TC
1.B.14.10.2	671	WP_278582306.1	857	1.21e-18	68	557	142	681	63.0	TC	TC
M14.UNB	91	WP_278582306.1	857	1.37e-13	1	91	50	140	10.6	PEPTIDASE	Peptidase
2.A.1.35.1	406	WP_278582308.1	401	7.06e-126	10	400	3	396	98.3	TC	TC
1.C.39.4.5	684	WP_278582309.1	623	7.45e-17	462	614	47	217	27.4	TC	TC
HATPase_c	111	WP_278582320.1	657	1.7019765803822433e-22	3	108	38	177	0.954954954954955	STP	STP
2.A.98.1.3	349	WP_278582322.1	344	7.43e-77	6	337	3	333	96.2	TC	TC
M03.UPA	679	WP_278582323.1	174	1.35e-117	508	679	1	172	98.9	PEPTIDASE	Peptidase
S41.008	304	WP_278582324.1	551	7.279999999999998e-134	1	304	54	357	55.2	PEPTIDASE	Peptidase
9.B.105.2.4	237	WP_278582329.1	231	8.51e-06	105	223	64	182	51.5	TC	TC
Nitroreductase	170	WP_278582334.1	241	3.391467740760721e-31	3	169	9	218	0.9823529411764704	STP	STP
Aminotran_1_2	363	WP_278582338.1	389	1.9495899467400444e-57	2	363	32	384	0.9972451790633609	STP	STP
2.A.66.10.1	463	WP_278582341.1	446	4.74e-22	24	426	6	403	89.2	TC	TC
M64.UPW	265	WP_278582352.1	433	1.12e-184	1	265	162	426	61.2	PEPTIDASE	Peptidase
8.A.9.1.2	685	WP_278582358.1	721	6.18e-09	123	362	7	323	44.0	TC	TC
S1_16	1018	WP_278582359.1	446	2.62e-132	543	1013	1	442	99.1	SULFATLAS	Sulfatase
S1_22	825	WP_278582363.1	690	1.22e-79	450	822	295	688	57.1	SULFATLAS	Sulfatase
Aminotran_1_2	363	WP_278582367.1	397	2.756706003444332e-72	2	363	32	389	0.9972451790633609	STP	STP
M24.UPB	296	WP_278582373.1	256	2.42e-56	1	92	165	256	35.9	PEPTIDASE	Peptidase
9.B.14.3.1	936	WP_278582375.1	748	3.55e-96	227	900	114	748	84.9	TC	TC
X52.001	228	WP_278582377.1	704	1.72e-22	12	157	191	340	21.3	PEPTIDASE	Peptidase
HhH-GPD	108	WP_278582378.1	335	2.398275956007593e-20	2	96	32	152	0.8796296296296297	STP	STP
2.A.1.25.6	433	WP_278582379.1	422	4.52e-159	1	429	1	421	99.8	TC	TC
HTH_18	81	WP_278582381.1	362	2.9344603067505007e-22	2	80	276	354	0.9753086419753086	STP	STP
HTH_18	81	WP_278582382.1	373	1.200578737674307e-19	2	81	278	357	0.9876543209876544	STP	STP
HTH_18	81	WP_278582383.1	376	8.800098183504406e-07	2	60	301	358	0.7283950617283951	STP	STP
2.A.38.1.1	458	WP_278582384.1	446	2.36e-52	1	451	1	445	99.8	TC	TC
PALP	294	WP_278582386.1	315	6.601550454208957e-72	2	294	9	297	0.9965986394557824	STP	STP
S08.UPA	606	WP_278582388.1	791	0.0	1	602	116	717	76.1	PEPTIDASE	Peptidase
2.A.2.3.6	444	WP_278582396.1	472	5.87e-91	2	440	3	464	97.9	TC	TC
8.A.3.3.4	815	WP_278582400.1	840	1.24e-76	11	784	17	791	92.3	TC	TC
8.A.46.2.2	537	WP_278582403.1	518	1.2899999999999998e-91	16	533	22	515	95.4	TC	TC
1.B.14.6.13	940	WP_278582404.1	1033	1.17e-297	12	940	114	1033	89.1	TC	TC
I39.UPW	129	WP_278582405.1	582	3.97e-19	41	129	1	89	15.3	PEPTIDASE	Peptidase
3.D.12.1.1	283	WP_278582411.1	289	1.41e-53	1	257	3	275	94.5	TC	TC
9.B.18.2.2	640	WP_278582414.1	642	3.7800000000000005e-117	122	619	138	641	78.5	TC	TC
2.A.37.1.8	568	WP_278582420.1	589	6.21e-38	154	544	7	393	65.7	TC	TC
M20.003	390	WP_278582421.1	407	1.04e-289	1	390	13	402	95.8	PEPTIDASE	Peptidase
Nitroreductase	170	WP_278582424.1	171	1.1411906136135296e-11	2	61	8	67	0.3529411764705882	STP	STP
Nitroreductase	170	WP_278582424.1	171	2.253783752884586e-09	84	169	71	151	0.5058823529411764	STP	STP
M24.UPB	296	WP_278582425.1	115	1.03e-75	190	296	1	107	93.0	PEPTIDASE	Peptidase
S1_27	1091	WP_278582426.1	631	2.24e-73	14	372	5	356	55.8	SULFATLAS	Sulfatase
3.A.3.5.30	736	WP_278582435.1	639	1.17e-124	69	732	73	636	88.3	TC	TC
HMA	62	WP_278582435.1	639	3.554213771446668e-14	1	62	4	65	1.0	STP	STP
M38.UNW	318	WP_278582441.1	414	3.8799999999999996e-228	1	318	65	382	76.8	PEPTIDASE	Peptidase
M06.UPW	234	WP_278582454.1	599	4.51e-169	1	234	130	363	39.1	PEPTIDASE	Peptidase
Sigma70_r2	71	WP_278582456.1	188	6.661466725393794e-15	1	69	27	95	0.971830985915493	STP	STP
Sigma70_r4_2	54	WP_278582456.1	188	1.7674766344956592e-14	3	52	123	172	0.925925925925926	STP	STP
Fer4	24	WP_278582459.1	1191	2.0361804756365964e-05	1	24	685	708	1.0	STP	STP
HTH_18	81	WP_278582460.1	128	7.606698911407349e-18	1	81	46	125	1.0	STP	STP
1.A.23.4.5	415	WP_278582470.1	404	1.5699999999999995e-54	115	399	136	399	65.3	TC	TC
S13.UPW	306	WP_278582471.1	207	1.54e-124	120	306	1	187	90.3	PEPTIDASE	Peptidase
8.A.46.1.1	551	WP_278582472.1	200	1.36e-17	1	178	1	180	90.0	TC	TC
1.B.14.6.1	1038	WP_278582473.1	989	1.6099999999999998e-189	16	1038	4	989	99.7	TC	TC
1.C.39.4.6	1085	WP_278582479.1	370	4.9e-05	651	772	61	184	33.5	TC	TC
9.B.124.1.7	337	WP_278582481.1	336	3.38e-233	1	337	1	336	100.0	TC	TC
1.B.14.6.17	1041	WP_278582499.1	1029	6.85e-91	29	1041	32	1029	97.0	TC	TC
S1_15	1469	WP_278582500.1	765	4.38e-132	658	1461	1	757	99.0	SULFATLAS	Sulfatase
Aminotran_1_2	363	WP_278582502.1	348	5.841278258279422e-45	2	358	11	336	0.9834710743801652	STP	STP
Aminotran_1_2	363	WP_278582504.1	258	2.946461588527074e-40	2	240	32	256	0.6584022038567493	STP	STP
9.B.18.2.4	355	WP_278582510.1	329	2.69e-14	1	331	1	323	98.2	TC	TC
S09.A41	204	WP_278582512.1	400	2.85e-83	1	204	184	388	51.3	PEPTIDASE	Peptidase
1.A.14.2.2	234	WP_278582514.1	241	8.22e-54	21	234	28	240	88.4	TC	TC
Trans_reg_C	77	WP_278582515.1	241	4.831036591129294e-10	1	77	167	240	1.0	TF	TF
Fer4	24	WP_278582518.1	462	1.1583096616070966e-05	5	20	302	317	0.6666666666666666	STP	STP
1.A.115.1.5	250	WP_278582520.1	252	3.09e-20	8	185	3	187	73.4	TC	TC
M56.UPW	242	WP_278582522.1	480	5.870000000000001e-167	1	242	14	255	50.4	PEPTIDASE	Peptidase
S49.UNC	140	WP_278582524.1	103	5.52e-19	77	140	1	64	62.1	PEPTIDASE	Peptidase
3.A.11.1.5	676	WP_278582525.1	1186	1.77e-60	250	624	610	980	31.3	TC	TC
U32.003	410	WP_278582533.1	683	2.78e-291	1	410	39	448	60.0	PEPTIDASE	Peptidase
3.A.5.1.1	453	WP_278582535.1	453	1.13e-139	1	436	1	432	95.4	TC	TC
TPR_1	34	WP_278582536.1	59	3.4199878278465354e-10	1	33	3	35	0.9705882352941176	STP	STP
S09.UPW	268	WP_278582544.1	290	8.06e-36	51	266	46	261	74.5	PEPTIDASE	Peptidase
Sigma70_r4_2	54	WP_278582550.1	426	4.872697660446306e-05	26	54	1	29	0.5370370370370371	STP	STP
M19.UPW	336	WP_278582551.1	620	7.570000000000001e-245	1	336	281	616	54.2	PEPTIDASE	Peptidase
AsnC_trans_reg	75	WP_278582552.1	90	3.2328445463058785e-21	1	75	5	77	1.0	STP	STP
C10.UPW	208	WP_278582553.1	680	5.01e-113	44	208	1	165	24.3	PEPTIDASE	Peptidase
3.A.1.147.3	269	WP_278582565.1	226	3.8500000000000006e-27	1	209	1	196	86.7	TC	TC
3.A.1.151.2	239	WP_278582567.1	274	5.28e-25	26	203	5	191	68.2	TC	TC
Response_reg	112	WP_278582577.1	241	5.954267637553851e-14	1	101	6	111	0.9017857142857144	STP	STP
2.A.81.1.2	562	WP_278582586.1	430	2.28e-96	21	439	15	430	96.7	TC	TC
C11.UPW	283	WP_278582593.1	305	1.07e-116	1	283	28	299	89.2	PEPTIDASE	Peptidase
C26.964	341	WP_278582596.1	536	6.23e-250	1	341	196	536	63.6	PEPTIDASE	Peptidase
S1_9	1055	WP_278582601.1	629	0.0	407	1021	13	629	98.1	SULFATLAS	Sulfatase
1.C.126.1.4	259	WP_278582603.1	439	3.8899999999999997e-48	17	242	201	431	52.6	TC	TC
2.A.1.42.2	1134	WP_278582604.1	441	6.66e-08	737	1044	47	358	70.7	TC	TC
2.A.21.5.4	623	WP_278582612.1	475	8.77e-13	35	430	23	413	82.3	TC	TC
PALP	294	WP_278582613.1	273	2.117764775004598e-28	5	173	79	273	0.5748299319727891	STP	STP
1.B.42.1.8	894	WP_278582615.1	948	3.78e-123	53	887	82	938	90.4	TC	TC
M23.UNB	155	WP_278582616.1	59	8.46e-34	98	155	1	58	98.3	PEPTIDASE	Peptidase
2.A.2.6.2	541	WP_278582619.1	442	1.59e-79	41	535	4	438	98.4	TC	TC
1.B.14.6.1	1038	WP_278582620.1	61	3.48e-12	14	73	1	60	98.4	TC	TC
1.B.14.6.16	1036	WP_278582621.1	1025	4.930000000000002e-103	2	1036	3	1025	99.8	TC	TC
S1_17	1158	WP_278582625.1	593	1.63e-15	754	863	407	512	17.9	SULFATLAS	Sulfatase
S09.UNW	183	WP_278582629.1	230	2.24e-07	61	122	85	149	28.3	PEPTIDASE	Peptidase
NUDIX	131	WP_278582635.1	258	5.181458783599332e-17	4	115	133	235	0.8549618320610687	STP	STP
2.A.40.7.8	429	WP_278582637.1	433	2.4499999999999998e-135	1	427	4	431	98.8	TC	TC
Sigma70_r2	71	WP_278582638.1	130	1.7938339064105298e-11	1	68	18	83	0.9577464788732394	STP	STP
9.B.259.2.2	718	WP_278582639.1	636	1.46e-13	479	702	131	349	34.4	TC	TC
HTH_AraC	42	WP_278582639.1	636	3.0040535564547e-05	6	41	597	633	0.8571428571428571	TF	TF
Y_Y_Y	66	WP_278582639.1	636	4.2253473604591964e-08	7	66	27	85	0.9090909090909092	STP	STP
HisKA	64	WP_278582639.1	636	1.2360553805385962e-14	2	62	140	204	0.953125	STP	STP
HATPase_c	111	WP_278582639.1	636	5.1734777716710476e-17	4	110	255	361	0.963963963963964	STP	STP
Response_reg	112	WP_278582639.1	636	3.8290289679290323e-22	2	111	391	500	0.9821428571428572	STP	STP
HTH_18	81	WP_278582639.1	636	3.2670651012327877e-18	1	80	556	634	0.9876543209876544	STP	STP
4.D.1.1.3	441	WP_278582648.1	97	5.38e-12	75	168	2	95	96.9	TC	TC
4.D.1.1.3	441	WP_278582650.1	221	8.64e-10	77	184	3	109	48.4	TC	TC
S08.UPA	357	WP_341460783.1	728	5.73e-206	20	357	1	338	46.4	PEPTIDASE	Peptidase
S1_4	901	WP_394358050.1	222	3.77e-11	801	901	120	216	43.7	SULFATLAS	Sulfatase
9.B.238.3.1	568	WP_423808752.1	878	3.2700000000000004e-31	190	556	367	743	42.9	TC	TC
0035607	54	WP_423808752.1	878	6.546319410860172e-07	2	49	832	877	0.8888888888888888	TF	TF
Peripla_BP_1	279	WP_423808752.1	878	3.301415220231076e-11	27	209	51	236	0.6559139784946236	STP	STP
HisKA	64	WP_423808752.1	878	4.099070766616128e-10	2	64	373	438	0.984375	STP	STP
HATPase_c	111	WP_423808752.1	878	1.059478132118887e-24	2	110	484	590	0.981981981981982	STP	STP
Response_reg	112	WP_423808752.1	878	6.676005096251148e-26	1	111	637	747	0.9910714285714286	STP	STP
HTH_18	81	WP_423808752.1	878	2.8589599869549256e-21	4	76	806	877	0.9012345679012346	STP	STP
3.A.1.132.2	453	WP_423808756.1	395	1.47e-18	23	444	1	390	98.7	TC	TC
PspC	53	WP_423808758.1	70	5.565121091578105e-10	1	27	4	30	0.5094339622641509	TF	TF
8.A.9.1.3	692	WP_423808763.1	627	5.37e-20	80	194	173	299	20.3	TC	TC
M15.UPD	148	WP_423808767.1	235	7.68e-96	1	148	76	223	63.0	PEPTIDASE	Peptidase
1.B.14.6.13	940	WP_423808769.1	1108	6.85e-233	28	939	205	1107	81.5	TC	TC
1.W.9.1.4	1036	WP_423808773.1	391	1.23e-63	67	408	14	361	89.0	TC	TC
9.B.14.1.10	796	WP_423808775.1	827	1.04e-18	62	226	187	350	19.8	TC	TC
0042546	127	WP_423808776.1	111	5.026666998129722e-07	4	53	51	98	0.3937007874015748	TF	TF
2.A.6.8.3	1226	WP_423808782.1	387	7.12e-40	787	1152	2	360	92.8	TC	TC
